Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000095	Y_lipolytica	n3	1.0	Terminal	Y_lipolytica_XP_068139318.1 uncharacterized protein YALI1_F02434g [Yarrowia lipolytica]	Y_lipolytica_XP_503423.1 uncharacterized protein YALI1_E02183g [Yarrowia lipolytica]
OG0000095	N1	n4	0.3333333333333333	Non-Terminal	S_cerevisiae_YFR057W YFR057W SGDID_S000001953_ Chr VI from 269061-269516_ Genome Release 64-5-1_ Verified ORF_ "Telomere-linked gene_ silencing of which is strictly Sir2-dependent", C_albicans_orf19.6985 TEA1 CGDID_CAL0000398 COORDS_Ca21chr3_C_albicans_SC5314_1229452-1232154W_ translated using codon table 12 _900 amino acids_ Verified ORF; Putative transcription factor with zinc cluster DNA-binding motif; has similarity to S. cerevisiae Tea1p; Hap43p-repressed gene, C_parapsilosis_CAK9685423.1 unnamed protein product [Candida parapsilosis], C_auris_XP_028889984.2 hypothetical_protein [Candidozyma auris], C_auris_XP_028893293.2 hypothetical_protein [Candidozyma auris]	C_glabrata_QNG13271.1 uncharacterized protein GWK60_E05093 [Nakaseomyces glabratus], C_nivariensis_g003516.m1, N_bacillisporus_jgi|Nakbac1|3289|BN123_NABA0s03e03850g.tr, S_cerevisiae_YOR337W TEA1 SGDID_S000005864_ Chr XV from 954344-956623_ Genome Release 64-5-1_ Verified ORF_ "Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein", K_lactis_XP_455188.1 uncharacterized protein KLLA0_F02387g [Kluyveromyces lactis], L_kluyveri_g004346.m1, L_kluyveri_g003919.m1, K_lactis_XP_455960.1 uncharacterized protein KLLA0_F19602g [Kluyveromyces lactis], S_cerevisiae_YLR098C CHA4 SGDID_S000004088_ Chr XII from 339473-337527_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "DNA binding transcriptional activator; mediates serine/threonine activation of the catabolic L-serine _L-threonine_ deaminase _CHA1_; Zinc-finger protein with Zn[2]-Cys[6] fungal-type binuclear cluster domain", N_bacillisporus_jgi|Nakbac1|2668|BN123_NABA0s29e02783g.tr, C_glabrata_QNG17205.1 uncharacterized protein GWK60_M11363 [Nakaseomyces glabratus], C_nivariensis_g000183.m1, C_albicans_orf19.4998 ROB1 CGDID_CAL0000039 COORDS_Ca21chr1_C_albicans_SC5314_2993348-2996389W_ translated using codon table 12 _991 amino acids_ Verified ORF; Zn_II_2Cys6 transcription factor; required for Spider model biofilm formation; mutant displays abnormal colony morphology and invasive growth; caspofungin repressed; flow model biofilm induced; rat catheter biofilm repressed, C_auris_XP_028891245.2 hypothetical_protein [Candidozyma auris]
OG0000095	C_auris	n8	1.0	Terminal	C_auris_XP_028889984.2 hypothetical_protein [Candidozyma auris]	C_auris_XP_028893293.2 hypothetical_protein [Candidozyma auris]
OG0000095	N3	n10	1.0	Non-Terminal	C_glabrata_QNG13271.1 uncharacterized protein GWK60_E05093 [Nakaseomyces glabratus], C_nivariensis_g003516.m1, N_bacillisporus_jgi|Nakbac1|3289|BN123_NABA0s03e03850g.tr, S_cerevisiae_YOR337W TEA1 SGDID_S000005864_ Chr XV from 954344-956623_ Genome Release 64-5-1_ Verified ORF_ "Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein", K_lactis_XP_455188.1 uncharacterized protein KLLA0_F02387g [Kluyveromyces lactis], L_kluyveri_g004346.m1	L_kluyveri_g003919.m1, K_lactis_XP_455960.1 uncharacterized protein KLLA0_F19602g [Kluyveromyces lactis], S_cerevisiae_YLR098C CHA4 SGDID_S000004088_ Chr XII from 339473-337527_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "DNA binding transcriptional activator; mediates serine/threonine activation of the catabolic L-serine _L-threonine_ deaminase _CHA1_; Zinc-finger protein with Zn[2]-Cys[6] fungal-type binuclear cluster domain", N_bacillisporus_jgi|Nakbac1|2668|BN123_NABA0s29e02783g.tr, C_glabrata_QNG17205.1 uncharacterized protein GWK60_M11363 [Nakaseomyces glabratus], C_nivariensis_g000183.m1
OG0000096	Y_lipolytica	n1	1.0	Terminal	Y_lipolytica_XP_504123.1 uncharacterized protein YALI1_E22613g [Yarrowia lipolytica]	Y_lipolytica_XP_505426.1 uncharacterized protein YALI1_F19697g [Yarrowia lipolytica]
OG0000096	N2	n8	0.6666666666666666	Non-Terminal	C_auris_XP_028890492.2 acyl-CoA_thioesterase_II [Candidozyma auris], C_parapsilosis_CAK9681991.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9682227.1 unnamed protein product [Candida parapsilosis]	C_auris_XP_028890493.1 acyl-CoA_thioesterase_II [Candidozyma auris], C_albicans_orf19.4121 orf19.4121 CGDID_CAL0005627 COORDS_Ca21chr2_C_albicans_SC5314_1222609-1221455C_ translated using codon table 12 _384 amino acids_ Uncharacterized ORF; Predicted thioesterase/thiol ester dehydrase-isomerase; Spider biofilm induced, C_parapsilosis_CAK9681990.1 unnamed protein product [Candida parapsilosis], C_auris_XP_028890491.1 acyl-CoA_thioesterase_II [Candidozyma auris], C_albicans_orf19.5215 TES15 CGDID_CAL0003504 COORDS_Ca21chr2_C_albicans_SC5314_1215750-1214689C_ translated using codon table 12 _353 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase; Hap43-repressed; Spider biofilm induced, C_parapsilosis_CAK9681994.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.4122 orf19.4122 CGDID_CAL0005629 COORDS_Ca21chr2_C_albicans_SC5314_1220133-1219153C_ translated using codon table 12 _326 amino acids_ Uncharacterized ORF; Protein of unknown function, C_albicans_orf19.5216 orf19.5216 CGDID_CAL0003505 COORDS_Ca21chr2_C_albicans_SC5314_1217011-1216115C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9681993.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9681992.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9683234.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.5217 TES1 CGDID_CAL0003506 COORDS_Ca21chr2_C_albicans_SC5314_1218631-1217735C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase
OG0000096	C_parapsilosis	n10	1.0	Terminal	C_parapsilosis_CAK9681991.1 unnamed protein product [Candida parapsilosis]	C_parapsilosis_CAK9682227.1 unnamed protein product [Candida parapsilosis]
OG0000096	N2	n11	1.0	Non-Terminal	C_auris_XP_028890493.1 acyl-CoA_thioesterase_II [Candidozyma auris], C_albicans_orf19.4121 orf19.4121 CGDID_CAL0005627 COORDS_Ca21chr2_C_albicans_SC5314_1222609-1221455C_ translated using codon table 12 _384 amino acids_ Uncharacterized ORF; Predicted thioesterase/thiol ester dehydrase-isomerase; Spider biofilm induced, C_parapsilosis_CAK9681990.1 unnamed protein product [Candida parapsilosis]	C_auris_XP_028890491.1 acyl-CoA_thioesterase_II [Candidozyma auris], C_albicans_orf19.5215 TES15 CGDID_CAL0003504 COORDS_Ca21chr2_C_albicans_SC5314_1215750-1214689C_ translated using codon table 12 _353 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase; Hap43-repressed; Spider biofilm induced, C_parapsilosis_CAK9681994.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.4122 orf19.4122 CGDID_CAL0005629 COORDS_Ca21chr2_C_albicans_SC5314_1220133-1219153C_ translated using codon table 12 _326 amino acids_ Uncharacterized ORF; Protein of unknown function, C_albicans_orf19.5216 orf19.5216 CGDID_CAL0003505 COORDS_Ca21chr2_C_albicans_SC5314_1217011-1216115C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9681993.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9681992.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9683234.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.5217 TES1 CGDID_CAL0003506 COORDS_Ca21chr2_C_albicans_SC5314_1218631-1217735C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase
OG0000096	N4	n15	1.0	Non-Terminal	C_albicans_orf19.5215 TES15 CGDID_CAL0003504 COORDS_Ca21chr2_C_albicans_SC5314_1215750-1214689C_ translated using codon table 12 _353 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase; Hap43-repressed; Spider biofilm induced, C_parapsilosis_CAK9681994.1 unnamed protein product [Candida parapsilosis]	C_albicans_orf19.4122 orf19.4122 CGDID_CAL0005629 COORDS_Ca21chr2_C_albicans_SC5314_1220133-1219153C_ translated using codon table 12 _326 amino acids_ Uncharacterized ORF; Protein of unknown function, C_albicans_orf19.5216 orf19.5216 CGDID_CAL0003505 COORDS_Ca21chr2_C_albicans_SC5314_1217011-1216115C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9681993.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9681992.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9683234.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.5217 TES1 CGDID_CAL0003506 COORDS_Ca21chr2_C_albicans_SC5314_1218631-1217735C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase
OG0000096	N4	n17	0.5	Non-Terminal	C_albicans_orf19.4122 orf19.4122 CGDID_CAL0005629 COORDS_Ca21chr2_C_albicans_SC5314_1220133-1219153C_ translated using codon table 12 _326 amino acids_ Uncharacterized ORF; Protein of unknown function	C_albicans_orf19.5216 orf19.5216 CGDID_CAL0003505 COORDS_Ca21chr2_C_albicans_SC5314_1217011-1216115C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9681993.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9681992.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9683234.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.5217 TES1 CGDID_CAL0003506 COORDS_Ca21chr2_C_albicans_SC5314_1218631-1217735C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase
OG0000096	N4	n18	1.0	Non-Terminal	C_albicans_orf19.5216 orf19.5216 CGDID_CAL0003505 COORDS_Ca21chr2_C_albicans_SC5314_1217011-1216115C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9681993.1 unnamed protein product [Candida parapsilosis]	C_parapsilosis_CAK9681992.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9683234.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.5217 TES1 CGDID_CAL0003506 COORDS_Ca21chr2_C_albicans_SC5314_1218631-1217735C_ translated using codon table 12 _298 amino acids_ Uncharacterized ORF; Putative acyl-CoA thioesterase
OG0000096	C_parapsilosis	n21	1.0	Terminal	C_parapsilosis_CAK9681992.1 unnamed protein product [Candida parapsilosis]	C_parapsilosis_CAK9683234.1 unnamed protein product [Candida parapsilosis]
OG0000097	N1	n1	1.0	Non-Terminal	K_lactis_XP_453680.1 phosphoinositide 5-phosphatase INP51 [Kluyveromyces lactis], L_kluyveri_g002009.m1, S_cerevisiae_YIL002C INP51 SGDID_S000001264_ Chr IX from 353431-350591_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Phosphatidylinositol 4_5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain_ plays a role in phosphatidylinositol 4_5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth", N_bacillisporus_jgi|Nakbac1|357|BN123_NABA0s15e00341g.tr, C_glabrata_QNG14961.1 uncharacterized protein GWK60_J01991 [Nakaseomyces glabratus], C_nivariensis_g000240.m1, C_auris_XP_028892890.2 phosphoinositide 5-phosphatase INP51 [Candidozyma auris], C_albicans_orf19.1373 INP51 CGDID_CAL0003909 COORDS_Ca21chr2_C_albicans_SC5314_1997964-1995004C_ translated using codon table 12 _986 amino acids_ Verified ORF; Putative phosphatidylinositol-4_5-bisphosphate phosphatase; involved in maintenance of phosphoinositide levels; affects hyphal growth_ virulence_ cell integrity; interacts with Irs4p, C_parapsilosis_CAK9684154.1 unnamed protein product [Candida parapsilosis]	C_auris_XP_028888769.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.7052 orf19.7052 CGDID_CAL0002079 COORDS_Ca21chr7_C_albicans_SC5314_126245-122844C_ translated using codon table 12 _1133 amino acids_ Uncharacterized ORF; Putative polyphosphatidylinositol phosphatase; possibly an essential gene_ disruptants not obtained by UAU1 method, C_parapsilosis_CAK9685972.1 unnamed protein product [Candida parapsilosis], K_lactis_XP_456129.1 uncharacterized protein KLLA0_F23551g [Kluyveromyces lactis], L_kluyveri_g004981.m1, C_glabrata_QNG12509.1 INP53 [Nakaseomyces glabratus], C_nivariensis_g000590.m1, N_bacillisporus_jgi|Nakbac1|3042|BN123_NABA0s03e00924g.tr, S_cerevisiae_YOR109W INP53 SGDID_S000005635_ Chr XV from 525278-528601_ Genome Release 64-5-1_ Verified ORF_ "Polyphosphatidylinositol phosphatase; dephosphorylates multiple phosphatidylinositol phosphates; involved in trans Golgi network-to-early endosome pathway; hyperosmotic stress causes translocation to actin patches; contains Sac1 and 5-ptase domains; INP53 has a paralog_ INP52_ that arose from the whole genome duplication", C_glabrata_QNG13901.1 uncharacterized protein GWK60_G04499 [Nakaseomyces glabratus], C_nivariensis_g003037.m1, N_bacillisporus_jgi|Nakbac1|225|BN123_NABA0s10e01199g.tr, S_cerevisiae_YNL106C INP52 SGDID_S000005050_ Chr XIV from 424495-420944_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates _PtdInsPs_ PIPs_ to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog_ INP53_ that arose from the whole genome duplication"
OG0000097	N5	n15	1.0	Non-Terminal	C_glabrata_QNG12509.1 INP53 [Nakaseomyces glabratus], C_nivariensis_g000590.m1, N_bacillisporus_jgi|Nakbac1|3042|BN123_NABA0s03e00924g.tr, S_cerevisiae_YOR109W INP53 SGDID_S000005635_ Chr XV from 525278-528601_ Genome Release 64-5-1_ Verified ORF_ "Polyphosphatidylinositol phosphatase; dephosphorylates multiple phosphatidylinositol phosphates; involved in trans Golgi network-to-early endosome pathway; hyperosmotic stress causes translocation to actin patches; contains Sac1 and 5-ptase domains; INP53 has a paralog_ INP52_ that arose from the whole genome duplication"	C_glabrata_QNG13901.1 uncharacterized protein GWK60_G04499 [Nakaseomyces glabratus], C_nivariensis_g003037.m1, N_bacillisporus_jgi|Nakbac1|225|BN123_NABA0s10e01199g.tr, S_cerevisiae_YNL106C INP52 SGDID_S000005050_ Chr XIV from 424495-420944_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates _PtdInsPs_ PIPs_ to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog_ INP53_ that arose from the whole genome duplication"
OG0000098	N1	n1	1.0	Non-Terminal	K_lactis_XP_453305.1 ferroxidase FET5 [Kluyveromyces lactis], C_glabrata_QNG15941.1 uncharacterized protein GWK60_K12485 [Nakaseomyces glabratus], C_nivariensis_g003311.m1, S_cerevisiae_YFL041W FET5 SGDID_S000001853_ Chr VI from 49139-51007_ Genome Release 64-5-1_ Verified ORF_ "Multicopper oxidase; integral membrane protein with similarity to Fet3p; targeted to vacuole via AP-3 pathway; may have role in iron transport", N_bacillisporus_jgi|Nakbac1|118|BN123_NABA0s01e01595g.tr, L_kluyveri_g001407.m1, C_auris_XP_028890316.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.943 FET33 CGDID_CAL0003687 COORDS_Ca21chr5_C_albicans_SC5314_83979-82117C_ translated using codon table 12 _620 amino acids_ Verified ORF; Putative multicopper ferro-O2-oxidoreductase; repressed in core caspofungin response; fails to complement S. cerevisiae fet3 iron-related phenotypes; rat catheter and Spider biofilm induced, C_parapsilosis_CAK9685018.1 unnamed protein product [Candida parapsilosis]	K_lactis_XP_456256.1 ferroxidase FET3 [Kluyveromyces lactis], L_kluyveri_g003629.m1, N_bacillisporus_jgi|Nakbac1|1502|BN123_NABA0s23e02970g.tr, S_cerevisiae_YMR058W FET3 SGDID_S000004662_ Chr XIII from 388822-390732_ Genome Release 64-5-1_ Verified ORF_ "Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous _Fe2+_ to ferric iron _Fe3+_ for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity_ belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress", C_glabrata_QNG13584.1 FET3 [Nakaseomyces glabratus], C_nivariensis_g001661.m1, C_auris_XP_028892904.2 ferroxidase FET3 [Candidozyma auris], C_parapsilosis_CAK9686865.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9686866.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.4211 orf19.4211 CGDID_CAL0000091 COORDS_Ca21chr6_C_albicans_SC5314_89365-87506C_ translated using codon table 12 _619 amino acids_ Verified ORF; Multicopper oxidase; for growth in low iron_ prostaglandin E2 synthesis; ketoconazole/caspofungin/amphotericin B repressed; Sef1/Sfu1/Hap43 regulated; reports differ if functional homolog of ScFet3; rat catheter and Spider biofilm induced, C_albicans_orf19.4212 FET99 CGDID_CAL0000094 COORDS_Ca21chr6_C_albicans_SC5314_85591-83711C_ translated using codon table 12 _626 amino acids_ Verified ORF; Multicopper oxidase family protein; similar to S. cerevisiae Fet3; does not complement S. cerevisiae fet3 mutant growth under low-iron; iron-repressed; regulated by Tup1_ Rim101; flow model biofilm induced; Spider biofilm repressed, C_albicans_orf19.4215 FET34 CGDID_CAL0000100 COORDS_Ca21chr6_C_albicans_SC5314_78587-76710C_ translated using codon table 12 _625 amino acids_ Verified ORF; Multicopper ferroxidase; induced by low iron_ ciclopirox olamine_ ketoconazole_ hypoxia; alkaline induced by Rim101; repressed in fluconazole-resistant isolate; Sfu1_ Hog1 repressed; complements S. cerevisiae fet3; Spider biofilm induced, C_albicans_orf19.4213 orf19.4213 CGDID_CAL0000096 COORDS_Ca21chr6_C_albicans_SC5314_82105-80231C_ translated using codon table 12 _624 amino acids_ Verified ORF; Putative iron transport multicopper oxidase precursor; flucytosine induced; caspofungin repressed
OG0000098	C_parapsilosis	n18	1.0	Terminal	C_parapsilosis_CAK9686865.1 unnamed protein product [Candida parapsilosis]	C_parapsilosis_CAK9686866.1 unnamed protein product [Candida parapsilosis]
OG0000098	C_albicans	n19	1.0	Terminal	C_albicans_orf19.4211 orf19.4211 CGDID_CAL0000091 COORDS_Ca21chr6_C_albicans_SC5314_89365-87506C_ translated using codon table 12 _619 amino acids_ Verified ORF; Multicopper oxidase; for growth in low iron_ prostaglandin E2 synthesis; ketoconazole/caspofungin/amphotericin B repressed; Sef1/Sfu1/Hap43 regulated; reports differ if functional homolog of ScFet3; rat catheter and Spider biofilm induced	C_albicans_orf19.4212 FET99 CGDID_CAL0000094 COORDS_Ca21chr6_C_albicans_SC5314_85591-83711C_ translated using codon table 12 _626 amino acids_ Verified ORF; Multicopper oxidase family protein; similar to S. cerevisiae Fet3; does not complement S. cerevisiae fet3 mutant growth under low-iron; iron-repressed; regulated by Tup1_ Rim101; flow model biofilm induced; Spider biofilm repressed, C_albicans_orf19.4215 FET34 CGDID_CAL0000100 COORDS_Ca21chr6_C_albicans_SC5314_78587-76710C_ translated using codon table 12 _625 amino acids_ Verified ORF; Multicopper ferroxidase; induced by low iron_ ciclopirox olamine_ ketoconazole_ hypoxia; alkaline induced by Rim101; repressed in fluconazole-resistant isolate; Sfu1_ Hog1 repressed; complements S. cerevisiae fet3; Spider biofilm induced, C_albicans_orf19.4213 orf19.4213 CGDID_CAL0000096 COORDS_Ca21chr6_C_albicans_SC5314_82105-80231C_ translated using codon table 12 _624 amino acids_ Verified ORF; Putative iron transport multicopper oxidase precursor; flucytosine induced; caspofungin repressed
OG0000098	C_albicans	n20	1.0	Terminal	C_albicans_orf19.4212 FET99 CGDID_CAL0000094 COORDS_Ca21chr6_C_albicans_SC5314_85591-83711C_ translated using codon table 12 _626 amino acids_ Verified ORF; Multicopper oxidase family protein; similar to S. cerevisiae Fet3; does not complement S. cerevisiae fet3 mutant growth under low-iron; iron-repressed; regulated by Tup1_ Rim101; flow model biofilm induced; Spider biofilm repressed	C_albicans_orf19.4215 FET34 CGDID_CAL0000100 COORDS_Ca21chr6_C_albicans_SC5314_78587-76710C_ translated using codon table 12 _625 amino acids_ Verified ORF; Multicopper ferroxidase; induced by low iron_ ciclopirox olamine_ ketoconazole_ hypoxia; alkaline induced by Rim101; repressed in fluconazole-resistant isolate; Sfu1_ Hog1 repressed; complements S. cerevisiae fet3; Spider biofilm induced, C_albicans_orf19.4213 orf19.4213 CGDID_CAL0000096 COORDS_Ca21chr6_C_albicans_SC5314_82105-80231C_ translated using codon table 12 _624 amino acids_ Verified ORF; Putative iron transport multicopper oxidase precursor; flucytosine induced; caspofungin repressed
OG0000098	C_albicans	n21	1.0	Terminal	C_albicans_orf19.4215 FET34 CGDID_CAL0000100 COORDS_Ca21chr6_C_albicans_SC5314_78587-76710C_ translated using codon table 12 _625 amino acids_ Verified ORF; Multicopper ferroxidase; induced by low iron_ ciclopirox olamine_ ketoconazole_ hypoxia; alkaline induced by Rim101; repressed in fluconazole-resistant isolate; Sfu1_ Hog1 repressed; complements S. cerevisiae fet3; Spider biofilm induced	C_albicans_orf19.4213 orf19.4213 CGDID_CAL0000096 COORDS_Ca21chr6_C_albicans_SC5314_82105-80231C_ translated using codon table 12 _624 amino acids_ Verified ORF; Putative iron transport multicopper oxidase precursor; flucytosine induced; caspofungin repressed
OG0000099	N1	n1	1.0	Non-Terminal	C_parapsilosis_CAK9686857.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.1196 PKH3 CGDID_CAL0002162 COORDS_Ca21chr6_C_albicans_SC5314_60917-63502W_ translated using codon table 12 _861 amino acids_ Uncharacterized ORF; Protein of unknown function, C_auris_XP_028892911.2 protein kinase PKH3 [Candidozyma auris], K_lactis_XP_454106.1 protein kinase PKH3 [Kluyveromyces lactis], L_kluyveri_g000067.m1, S_cerevisiae_YDR466W PKH3 SGDID_S000002874_ Chr IV from 1395121-1397817_ Genome Release 64-5-1_ Verified ORF_ "Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant", N_bacillisporus_jgi|Nakbac1|611|BN123_NABA0s15e03410g.tr, C_glabrata_QNG15674.1 uncharacterized protein GWK60_K06325 [Nakaseomyces glabratus], C_nivariensis_g002705.m1	C_auris_XP_028891314.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.5224 PKH2 CGDID_CAL0003522 COORDS_Ca21chr1_C_albicans_SC5314_2703193-2700359C_ translated using codon table 12 _944 amino acids_ Uncharacterized ORF; Putative serine/threonine protein kinase; predicted role in sphingolipid-mediated signaling pathway that controls endocytosis; mRNA binds She3 and is localized to hyphal tips, C_parapsilosis_CAK9685721.1 unnamed protein product [Candida parapsilosis], K_lactis_XP_452755.1 serine/threonine protein kinase PKH1 [Kluyveromyces lactis], L_kluyveri_g002068.m1, C_glabrata_QNG13896.1 PKH2 [Nakaseomyces glabratus], C_nivariensis_g003032.m1, N_bacillisporus_jgi|Nakbac1|1722|BN123_NABA0s25e02596g.tr, S_cerevisiae_YDR490C PKH1 SGDID_S000002898_ Chr IV from 1434268-1431968_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ypk2p_ components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog_ PKH2_ that arose from the whole genome duplication", S_cerevisiae_YOL100W PKH2 SGDID_S000005460_ Chr XV from 129237-132482_ Genome Release 64-5-1_ Verified ORF_ "Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p_ components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog_ PKH1_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|295|BN123_NABA0s10e02002g.tr, C_glabrata_QNG14735.1 uncharacterized protein GWK60_I03003 [Nakaseomyces glabratus], C_nivariensis_g004493.m1
OG0000099	N5	n15	1.0	Non-Terminal	C_glabrata_QNG13896.1 PKH2 [Nakaseomyces glabratus], C_nivariensis_g003032.m1, N_bacillisporus_jgi|Nakbac1|1722|BN123_NABA0s25e02596g.tr, S_cerevisiae_YDR490C PKH1 SGDID_S000002898_ Chr IV from 1434268-1431968_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ypk2p_ components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh2p; PKH1 has a paralog_ PKH2_ that arose from the whole genome duplication"	S_cerevisiae_YOL100W PKH2 SGDID_S000005460_ Chr XV from 129237-132482_ Genome Release 64-5-1_ Verified ORF_ "Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p_ components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog_ PKH1_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|295|BN123_NABA0s10e02002g.tr, C_glabrata_QNG14735.1 uncharacterized protein GWK60_I03003 [Nakaseomyces glabratus], C_nivariensis_g004493.m1
OG0000100	Y_lipolytica	n1	1.0	Terminal	Y_lipolytica_XP_499806.1 uncharacterized protein YALI1_A06099g [Yarrowia lipolytica]	Y_lipolytica_XP_500976.3 uncharacterized protein YALI1_B21493g [Yarrowia lipolytica]
