From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
KLLA0_D01023g	Q6CSH3	unreviewed	Q6CSH3_KLULA	U three protein 23	KLLA0_D01023g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	268	rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]	GO:0005730; GO:0006364; GO:0032040
KLLA0_D03476g	Q6CS68	unreviewed	Q6CS68_KLULA	KLLA0D03476p	KLLA0_D03476g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1560	xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	membrane [GO:0016020]	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0005524; GO:0016020; GO:0016887; GO:0140359; GO:1990961
KLLA0_D04224g	Q6CS37	unreviewed	Q6CS37_KLULA	non-chaperonin molecular chaperone ATPase (EC 3.6.4.10)	KLLA0_D04224g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	640			ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	GO:0005524; GO:0140662
KLLA0_D04818g	Q6CS15	unreviewed	Q6CS15_KLULA	KLLA0D04818p	KLLA0_D04818g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	354	chaperone cofactor-dependent protein refolding [GO:0051085]; translational initiation [GO:0006413]	cytosol [GO:0005829]	protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]	cytosol [GO:0005829]; protein-folding chaperone binding [GO:0051087]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]; translational initiation [GO:0006413]	GO:0005829; GO:0006413; GO:0051082; GO:0051085; GO:0051087
KLLA0_D05247g	Q6CRZ5	unreviewed	Q6CRZ5_KLULA	DNA-directed RNA polymerase (EC 2.7.7.6)	KLLA0_D05247g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1263	mitochondrial transcription [GO:0006390]	mitochondrial DNA-directed RNA polymerase complex [GO:0034245]	DNA-directed RNA polymerase activity [GO:0003899]; mitochondrial promoter sequence-specific DNA binding [GO:0001018]	mitochondrial DNA-directed RNA polymerase complex [GO:0034245]; DNA-directed RNA polymerase activity [GO:0003899]; mitochondrial promoter sequence-specific DNA binding [GO:0001018]; mitochondrial transcription [GO:0006390]	GO:0001018; GO:0003899; GO:0006390; GO:0034245
KLLA0_D05621g	Q6CRX8	unreviewed	Q6CRX8_KLULA	KLLA0D05621p	KLLA0_D05621g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	167	ribosome biogenesis [GO:0042254]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; ribosome biogenesis [GO:0042254]	GO:0003676; GO:0005634; GO:0005737; GO:0008270; GO:0042254
KLLA0_D06402g	Q6CRU3	unreviewed	Q6CRU3_KLULA	KLLA0D06402p	KLLA0_D06402g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	631	protein folding in endoplasmic reticulum [GO:0034975]	endoplasmic reticulum [GO:0005783]	misfolded protein binding [GO:0051787]; protein-folding chaperone binding [GO:0051087]	endoplasmic reticulum [GO:0005783]; misfolded protein binding [GO:0051787]; protein-folding chaperone binding [GO:0051087]; protein folding in endoplasmic reticulum [GO:0034975]	GO:0005783; GO:0034975; GO:0051087; GO:0051787
KLLA0_D06479g	Q6CRT9	unreviewed	Q6CRT9_KLULA	KLLA0D06479p	KLLA0_D06479g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	173					
KLLA0_D06677g	Q6CRT1	unreviewed	Q6CRT1_KLULA	KLLA0D06677p	KLLA0_D06677g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	851	positive regulation of rRNA processing [GO:2000234]; positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	RNA binding [GO:0003723]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; positive regulation of rRNA processing [GO:2000234]; positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA processing [GO:0006364]	GO:0003723; GO:0005730; GO:0006364; GO:0032040; GO:0045943; GO:2000234
KLLA0_D06765g	Q6CRS7	unreviewed	Q6CRS7_KLULA	KLLA0D06765p	KLLA0_D06765g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	473	telomere maintenance via telomere lengthening [GO:0010833]	nucleus [GO:0005634]	double-stranded telomeric DNA binding [GO:0003691]; protein homodimerization activity [GO:0042803]	nucleus [GO:0005634]; double-stranded telomeric DNA binding [GO:0003691]; protein homodimerization activity [GO:0042803]; telomere maintenance via telomere lengthening [GO:0010833]	GO:0003691; GO:0005634; GO:0010833; GO:0042803
KLLA0_D07073g	Q6CRR3	unreviewed	Q6CRR3_KLULA	KLLA0D07073p	KLLA0_D07073g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	297	mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]	mitochondrial inner membrane [GO:0005743]	ATP:ADP antiporter activity [GO:0005471]	mitochondrial inner membrane [GO:0005743]; ATP:ADP antiporter activity [GO:0005471]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]	GO:0005471; GO:0005743; GO:0140021; GO:1990544
KLLA0_D08206g	Q6CRL2	unreviewed	Q6CRL2_KLULA	KLLA0D08206p	KLLA0_D08206g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	391		nucleolus [GO:0005730]	RNA binding [GO:0003723]	nucleolus [GO:0005730]; RNA binding [GO:0003723]	GO:0003723; GO:0005730
KLLA0_D08393g	Q6CRK3	unreviewed	Q6CRK3_KLULA	KLLA0D08393p	KLLA0_D08393g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	220			RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723
KLLA0_D08646g	Q6CRJ1	unreviewed	Q6CRJ1_KLULA	KLLA0D08646p	KLLA0_D08646g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	286		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_D08910g	Q6CRI0	unreviewed	Q6CRI0_KLULA	KLLA0D08910p	KLLA0_D08910g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	206					
KLLA0_D09735g	Q6CRE3	unreviewed	Q6CRE3_KLULA	Nucleolar complex-associated protein 3	KLLA0_D09735g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	662	DNA replication initiation [GO:0006270]; ribosome biogenesis [GO:0042254]	nucleolus [GO:0005730]	chromatin binding [GO:0003682]	nucleolus [GO:0005730]; chromatin binding [GO:0003682]; DNA replication initiation [GO:0006270]; ribosome biogenesis [GO:0042254]	GO:0003682; GO:0005730; GO:0006270; GO:0042254
KLLA0_D09757g	Q6CRE2	unreviewed	Q6CRE2_KLULA	U3 small nucleolar ribonucleoprotein protein MPP10	KLLA0_D09757g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	608	rRNA processing [GO:0006364]	Mpp10 complex [GO:0034457]; small-subunit processome [GO:0032040]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]		Mpp10 complex [GO:0034457]; small-subunit processome [GO:0032040]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]; rRNA processing [GO:0006364]	GO:0005732; GO:0006364; GO:0032040; GO:0034457
KLLA0_D10351g	Q6CRB7	unreviewed	Q6CRB7_KLULA	KLLA0D10351p	KLLA0_D10351g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	859	rRNA processing [GO:0006364]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]	GO:0005730; GO:0006364; GO:0032040
KLLA0_D11066g	Q6CR84	unreviewed	Q6CR84_KLULA	KLLA0D11066p	KLLA0_D11066g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	266					
KLLA0_D11088g	Q6CR83	unreviewed	Q6CR83_KLULA	KLLA0D11088p	KLLA0_D11088g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	123		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_D11242g	Q6CR77	unreviewed	Q6CR77_KLULA	C-22 sterol desaturase ERG5 (EC 1.14.19.41) (Cytochrome P450 61) (Ergosterol biosynthetic protein 5)	KLLA0_D11242g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	534	sterol metabolic process [GO:0016125]		heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; sterol metabolic process [GO:0016125]	GO:0004497; GO:0005506; GO:0016125; GO:0016705; GO:0020037
KLLA0_D11792g	Q6CR52	unreviewed	Q6CR52_KLULA	KLLA0D11792p	KLLA0_D11792g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	685		nucleolus [GO:0005730]	mRNA binding [GO:0003729]	nucleolus [GO:0005730]; mRNA binding [GO:0003729]	GO:0003729; GO:0005730
KLLA0_D12254g	Q6CR31	unreviewed	Q6CR31_KLULA	Nucleolar protein 56	KLLA0_D12254g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	513	ribosome biogenesis [GO:0042254]	box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	snoRNA binding [GO:0030515]	box C/D methylation guide snoRNP complex [GO:0031428]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; snoRNA binding [GO:0030515]; ribosome biogenesis [GO:0042254]	GO:0005730; GO:0030515; GO:0031428; GO:0032040; GO:0042254
KLLA0_D12364g	Q6CR26	unreviewed	Q6CR26_KLULA	KLLA0D12364p	KLLA0_D12364g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	631		nucleus [GO:0005634]	mRNA binding [GO:0003729]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; mRNA binding [GO:0003729]; zinc ion binding [GO:0008270]	GO:0003729; GO:0005634; GO:0008270
KLLA0_D12958g	Q6CQZ9	unreviewed	Q6CQZ9_KLULA	KLLA0D12958p	KLLA0_D12958g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	713			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0016887; GO:0051082; GO:0140662
KLLA0_D13222g	Q6CQY7	unreviewed	Q6CQY7_KLULA	KLLA0D13222p	KLLA0_D13222g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	736	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	90S preribosome [GO:0030686]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]	RNA binding [GO:0003723]	90S preribosome [GO:0030686]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]; RNA binding [GO:0003723]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0003723; GO:0030686; GO:0032040; GO:0034455
KLLA0_D13618g	Q6CQW9	unreviewed	Q6CQW9_KLULA	KLLA0D13618p	KLLA0_D13618g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	530		nucleolus [GO:0005730]	GTP binding [GO:0005525]	nucleolus [GO:0005730]; GTP binding [GO:0005525]	GO:0005525; GO:0005730
KLLA0_D14861g	Q6CQS0	unreviewed	Q6CQS0_KLULA	DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerases I and III 40 kDa polypeptide)	KLLA0_D14861g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	334	DNA-templated transcription [GO:0006351]	RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; DNA-templated transcription [GO:0006351]	GO:0003677; GO:0003899; GO:0005666; GO:0005736; GO:0006351; GO:0046983
KLLA0_D14883g	Q6CQR9	unreviewed	Q6CQR9_KLULA	KLLA0D14883p	KLLA0_D14883g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	467	spliceosomal tri-snRNP complex assembly [GO:0000244]	precatalytic spliceosome [GO:0071011]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]	RNA binding [GO:0003723]	precatalytic spliceosome [GO:0071011]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; RNA binding [GO:0003723]; spliceosomal tri-snRNP complex assembly [GO:0000244]	GO:0000244; GO:0003723; GO:0005687; GO:0046540; GO:0071011
KLLA0_D14993g	Q6CQR4	unreviewed	Q6CQR4_KLULA	KLLA0D14993p	KLLA0_D14993g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	225	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; TRAMP-dependent tRNA surveillance pathway [GO:0071038]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]	RNA binding [GO:0003723]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; TRAMP-dependent tRNA surveillance pathway [GO:0071038]; U4 snRNA 3'-end processing [GO:0034475]	GO:0000176; GO:0000177; GO:0000467; GO:0003723; GO:0005730; GO:0016075; GO:0034475; GO:0071028; GO:0071038; GO:0071051
KLLA0_D15576g	B5FV78	unreviewed	B5FV78_KLULA	KLLA0D15576p	KLLA0_D15576g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	84					
KLLA0_D15873g	Q6CQN0	unreviewed	Q6CQN0_KLULA	KLLA0D15873p	KLLA0_D15873g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	431					
KLLA0_D16137g	Q6CQL8	unreviewed	Q6CQL8_KLULA	KLLA0D16137p	KLLA0_D16137g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	341	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]		nucleolus [GO:0005730]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0005730
KLLA0_D16390g	Q6CQK6	unreviewed	Q6CQK6_KLULA	KLLA0D16390p	KLLA0_D16390g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	936	maturation of SSU-rRNA [GO:0030490]	Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]	snoRNA binding [GO:0030515]	Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; snoRNA binding [GO:0030515]; maturation of SSU-rRNA [GO:0030490]	GO:0030490; GO:0030515; GO:0032040; GO:0034388
KLLA0_D16412g	Q6CQK5	unreviewed	Q6CQK5_KLULA	Inositol-3-phosphate synthase (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase)	KLLA0_D16412g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	529	inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]		inositol-3-phosphate synthase activity [GO:0004512]	inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	GO:0004512; GO:0006021; GO:0008654
KLLA0_D16709g	Q6CQJ1	unreviewed	Q6CQJ1_KLULA	KLLA0D16709p	KLLA0_D16709g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	159					
KLLA0_D16852g	Q6CQI4	unreviewed	Q6CQI4_KLULA	KLLA0D16852p	KLLA0_D16852g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	374	protein import into mitochondrial matrix [GO:0030150]; protein insertion into mitochondrial inner membrane [GO:0045039]	mitochondrial outer membrane [GO:0005741]	mitochondrion targeting sequence binding [GO:0030943]; protein transmembrane transporter activity [GO:0008320]	mitochondrial outer membrane [GO:0005741]; mitochondrion targeting sequence binding [GO:0030943]; protein transmembrane transporter activity [GO:0008320]; protein import into mitochondrial matrix [GO:0030150]; protein insertion into mitochondrial inner membrane [GO:0045039]	GO:0005741; GO:0008320; GO:0030150; GO:0030943; GO:0045039
KLLA0_D17446g	Q6CQF7	unreviewed	Q6CQF7_KLULA	KLLA0D17446p	KLLA0_D17446g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	395					
KLLA0_D18348g	Q6CQB6	unreviewed	Q6CQB6_KLULA	KLLA0D18348p	KLLA0_D18348g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	235		mitochondrial intermembrane space [GO:0005758]		mitochondrial intermembrane space [GO:0005758]	GO:0005758
KLLA0_D19008g	Q6CQ85	unreviewed	Q6CQ85_KLULA	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (Serine/threonine-protein kinase rio2)	KLLA0_D19008g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	422	maturation of SSU-rRNA [GO:0030490]	cytosol [GO:0005829]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cytosol [GO:0005829]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; maturation of SSU-rRNA [GO:0030490]	GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0030490; GO:0030688
KLLA0_D19929g	B5FV81	unreviewed	B5FV81_KLULA	KLLA0D19929p	KLLA0_D19929g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	386			alcohol dehydrogenase (NAD+) activity [GO:0004022]; zinc ion binding [GO:0008270]	alcohol dehydrogenase (NAD+) activity [GO:0004022]; zinc ion binding [GO:0008270]	GO:0004022; GO:0008270
KLLA0_E00111g	Q6CQ36	unreviewed	Q6CQ36_KLULA	KLLA0A00110p (KLLA0C00110p) (KLLA0D20031p) (KLLA0E00111p) (KLLA0F00132p)	KLLA0_A00110g KLLA0_C00110g KLLA0_D20031g KLLA0_E00111g KLLA0_F00132g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	348	small molecule biosynthetic process [GO:0044283]		metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; small molecule biosynthetic process [GO:0044283]	GO:0016491; GO:0044283; GO:0046872
KLLA0_E00837g	Q6CQ05	unreviewed	Q6CQ05_KLULA	KLLA0E00837p	KLLA0_E00837g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	814	ribosome biogenesis [GO:0042254]	nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; preribosome binding [GO:1990275]; RNA binding [GO:0003723]	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; preribosome binding [GO:1990275]; RNA binding [GO:0003723]; ribosome biogenesis [GO:0042254]	GO:0003723; GO:0005524; GO:0005634; GO:0016887; GO:0042254; GO:1990275
KLLA0_E02795g	B4UN99	unreviewed	B4UN99_KLULA	KLLA0E02795p	KLLA0_E02795g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	55					
KLLA0_E03653g	Q6CPN0	unreviewed	Q6CPN0_KLULA	sterol 14alpha-demethylase (EC 1.14.14.154) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)	KLLA0_E03653g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	527		membrane [GO:0016020]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037
KLLA0_E03763g	Q6CPM6	unreviewed	Q6CPM6_KLULA	KLLA0E03763p	KLLA0_E03763g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	342					
KLLA0_E04489g	Q6CPJ1	unreviewed	Q6CPJ1_KLULA	uS12 prolyl 3,4-dihydroxylase	KLLA0_E04489g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	600	regulation of translational termination [GO:0006449]	cytoplasm [GO:0005737]	iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; peptidyl-proline dioxygenase activity [GO:0031543]	cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; peptidyl-proline dioxygenase activity [GO:0031543]; regulation of translational termination [GO:0006449]	GO:0005506; GO:0005737; GO:0006449; GO:0031418; GO:0031543
