Orthogroup	C_albicans	C_auris	C_glabrata	C_nivariensis	C_parapsilosis	K_lactis	L_kluyveri	N_bacillisporus	S_cerevisiae	Y_lipolytica
OG0008045									"YGL041C-B YGL041C-B SGDID_S000028548_ Chr VII from 418886-418704_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by fungal homology and RT-PCR; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum"""	
OG0008046									"YGL041C YGL041C SGDID_S000003009_ Chr VII from 419225-419022_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008047									"YGL034C YGL034C SGDID_S000003002_ Chr VII from 433579-433214_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene"""	
OG0008048									"YGL024W YGL024W SGDID_S000002992_ Chr VII from 449788-450123_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF PGD1/YGL025C"""	
OG0008049									"YGL015C BIL2 SGDID_S000002983_ Chr VII from 465435-465043_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Formin inhibitor; inhibits Bnr1p-mediated actin filament nucleation but not elongation during vegetative growth; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; spatially focuses Bni1p at mating projection tips_ and with Bud6p organizes Bni1p into clusters that nucleate actin assembly during mating projection formation; bnr1 bil2 double mutants are inviable; localizes to the cytosol_ secretory vesicles and sites of polarized growth"""	
OG0008050									"YGL014C-A YGL014C-A SGDID_S000028825_ Chr VII from 466398-466237_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry"""	
OG0008051									"YGL007C-A YGL007C-A SGDID_S000028632_ Chr VII from 483027-482941_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by gene-trapping_ microarray-based expression analysis_ and genome-wide homology searching; deletion exhibits slow-growth phenotype; computationally predicted to have a role in cell budding"""	
OG0008052									"YGL007W BRP1 SGDID_S000002975_ Chr VII from 483260-483637_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; located in the upstream region of PMA1; conserved among S. cerevisiae strains; mediates the cycloheximide-induced degradation of ubiquitinated Agp2p_ a regulator of high affinity polyamine and carnitine transport; null mutant is polyamine resistant due to downregulation of PMA1"""	
OG0008053									"YGL006W-A YGL006W-A SGDID_S000028769_ Chr VII from 485423-485533_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by SAGE"""	
OG0008054									"YGR011W YGR011W SGDID_S000003243_ Chr VII from 512497-512823_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008055									"YGR016C-A YGR016C-A SGDID_S000350096_ Chr VII from 523246-523353_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Endoplasmic reticulum protein of unknown function; deletion confers resistance to fluconazole and to osmotic stress"""	
OG0008056									"YGR018C YGR018C SGDID_S000003250_ Chr VII from 524694-524365_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; mRNA identified as translated by ribosome profiling data; partially overlaps the uncharacterized ORF YGR017W"""	
OG0008057									"YGR022C YGR022C SGDID_S000003254_ Chr VII from 529586-529257_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF MTL1/YGR023W"""	
OG0008058									"YGR025W YGR025W SGDID_S000003257_ Chr VII from 532639-532941_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008059									"YGR031C-A NAG1 SGDID_S000028636_ Chr VII from 547300-546809_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in yeast cell wall biogenesis; localizes to the cell periphery; production of Nag1p is dependent upon the presence of Slt2p and Rlm1p; gene is nested within and antisense to IMO32"""	
OG0008060									"YGR035C YGR035C SGDID_S000003267_ Chr VII from 557422-557072_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function_ potential Cdc28p substrate; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YGR035C has a paralog_ YLR346C_ that arose from the whole genome duplication"""	
OG0008061									"YGR035W-A YGR035W-A SGDID_S000028827_ Chr VII from 557565-557786_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function"""	
OG0008062									"YGR039W YGR039W SGDID_S000003271_ Chr VII from 574888-575199_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved among S. cerevisiae strains; YGR039W is not an essential gene"""	
OG0008063									"YGR043C NQM1 SGDID_S000003275_ Chr VII from 581436-580435_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transaldolase of unknown function; transcription is repressed by Mot1p and induced by alpha-factor and during diauxic shift; NQM1 has a paralog_ TAL1_ that arose from the whole genome duplication"""	
OG0008064									"YGR045C YGR045C SGDID_S000003277_ Chr VII from 584296-583934_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008065									"YGR050C YGR050C SGDID_S000003282_ Chr VII from 592442-592086_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; mRNA identified as translated by ribosome profiling data"""	
OG0008066									"YGR051C YGR051C SGDID_S000003283_ Chr VII from 593229-592906_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; YGR051C is not an essential gene"""	
OG0008067									"YGR064W YGR064W SGDID_S000003296_ Chr VII from 617621-617989_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF SPT4/YGR063C"""	
OG0008068									"YGR068W-A YGR068W-A SGDID_S000028637_ Chr VII from 626294-626389_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps with the uncharacterized ORF YGR068C"""	
OG0008069									"YGR069W YGR069W SGDID_S000003301_ Chr VII from 627083-627418_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008070									"YGR073C YGR073C SGDID_S000003305_ Chr VII from 635986-635615_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; extensively overlaps essential SMD1 gene encoding a U6 snRNP protein"""	
OG0008071									"YGR103W NOP7 SGDID_S000003335_ Chr VII from 695417-697234_ Genome Release 64-5-1_ Verified ORF_ ""Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub"	
OG0008072									0</sub	
OG0008073									"YGR107W YGR107W SGDID_S000003339_ Chr VII from 702667-703116_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008074									"YGR114C YGR114C SGDID_S000003346_ Chr VII from 720654-720265_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; open reading frame overlaps 5' end of the essential gene SPT6"""	
OG0008075									"YGR115C YGR115C SGDID_S000003347_ Chr VII from 721151-720372_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified and essential ORF SPT6/YGR115C"""	
OG0008076									"YGR121W-A YGR121W-A SGDID_S000028550_ Chr VII from 733412-733627_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function"""	
OG0008077									"YGR137W YGR137W SGDID_S000003369_ Chr VII from 762888-763262_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008078									"YGR139W YGR139W SGDID_S000003371_ Chr VII from 765726-766064_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008079									"YGR146C-A YGR146C-A SGDID_S000028638_ Chr VII from 785437-785276_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function"""	
OG0008080									"YGR151C YGR151C SGDID_S000003383_ Chr VII from 794990-794655_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF RSR1/BUD1/YGR152C; relative distribution to the nucleus increases upon DNA replication stress"""	
OG0008081									"YGR160W YGR160W SGDID_S000003392_ Chr VII from 807073-807684_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008082									"YGR161W-C YGR161W-C SGDID_S000029726_ Chr VII from 810227-810505_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by sequence comparison with hemiascomycetous yeast species"""	
OG0008083									"YGR164W YGR164W SGDID_S000003396_ Chr VII from 828625-828960_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008084									"YGR174W-A YGR174W-A SGDID_S000028639_ Chr VII from 846655-846741_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; predicted to have a role in cell budding based on computational 'guilt by association' analysis"""	
OG0008085									"YGR176W YGR176W SGDID_S000003408_ Chr VII from 848720-849067_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008086									"YGR182C YGR182C SGDID_S000003414_ Chr VII from 858904-858551_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF TIM13/YGR181W"""	
OG0008087									"YGR190C YGR190C SGDID_S000003422_ Chr VII from 880661-880296_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps the verified gene HIP1/YGR191W"""	
OG0008088									"YGR204C-A YGR204C-A SGDID_S000028640_ Chr VII from 909174-909061_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by gene-trapping_ microarray-based expression analysis_ and genome-wide homology searching"""	
OG0008089									"YGR219W YGR219W SGDID_S000003451_ Chr VII from 936035-936376_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF MRPL9/YGR220C"""	
OG0008090									"YGR226C YGR226C SGDID_S000003458_ Chr VII from 947001-946792_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; overlaps significantly with a verified ORF_ AMA1/YGR225W"""	
OG0008091									"YGR227C-A OTO1 SGDID_S000303806_ Chr VII from 949052-949225_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Small toxic protein; overexpression inhibits ergosterol biosynthesis; not required for normal growth_ not conserved in related yeast species including S. paradoxus"""	
OG0008092									"YGR228W YGR228W SGDID_S000003460_ Chr VII from 949365-949709_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF SMI1/YGR229C"""	
OG0008093									"YGR240C-A YGR240C-A SGDID_S000028551_ Chr VII from 974777-974577_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by fungal homology and RT-PCR"""	
OG0008094									"YGR242W YGR242W SGDID_S000003474_ Chr VII from 976415-976723_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF YAP1802/YGR241C"""	
OG0008095									"YGR259C YGR259C SGDID_S000003491_ Chr VII from 1012921-1012481_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W"""	
OG0008096									"YGR265W YGR265W SGDID_S000003497_ Chr VII from 1021648-1022058_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C_ which encodes methionyl-tRNA synthetase"""	
OG0008097									"YGR269W YGR269W SGDID_S000003501_ Chr VII from 1026636-1026962_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF HUA1/YGR268C"""	
OG0008098									"YGR270C-A YGR270C-A SGDID_S000028641_ Chr VII from 1027600-1027382_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps the verified ORF YTA7/YGR270W"""	
OG0008099									"YGR290W YGR290W SGDID_S000003522_ Chr VII from 1075482-1075925_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; putative HLH protein; partially overlaps the verified ORF MAL11/YGR289C _a high-affinity maltose transporter_"""	
OG0008100									"YHL048C-A YHL048C-A SGDID_S000028829_ Chr VIII from 5797-5663_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by expression profiling and mass spectrometry; localizes to the peroxisome in a Pex5p-dependent manner in oleate"""	
OG0008101									"YHL046W-A YHL046W-A SGDID_S000028775_ Chr VIII from 9981-10307_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF ARN2/YHL047C"""	
OG0008102									"YHL041W YHL041W SGDID_S000001033_ Chr VIII from 17392-17841_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008103									"YHL037C YHL037C SGDID_S000001029_ Chr VIII from 26179-25778_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved among S. cerevisiae strains"""	
OG0008104									"YHL035C VMR1 SGDID_S000001027_ Chr VIII from 32756-27978_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette _ABC_ family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog_ YBT1_ that arose from the whole genome duplication"""	
OG0008105									"YHL034W-A YHL034W-A SGDID_S000028774_ Chr VIII from 33176-33637_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF SBP1/YHL034C"""	
OG0008106									"YHL030W-A YHL030W-A SGDID_S000028773_ Chr VIII from 39074-39535_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps the verified gene GOS1/YHL031C"""	
OG0008107									"YHL019W-A YHL019W-A SGDID_S000028772_ Chr VIII from 67711-68304_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps the verified gene APM2/YHL019C"""	
OG0008108									"YHL015W-A YHL015W-A SGDID_S000028828_ Chr VIII from 74699-74782_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function"""	
OG0008109									"YHL012W YHL012W SGDID_S000001004_ Chr VIII from 78936-80417_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog_ UGP1_ that arose from the whole genome duplication"""	
OG0008110									"YHL006W-A YHL006W-A SGDID_S000028771_ Chr VIII from 97732-98085_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF STE20/YHL007C"""	
OG0008111									"YHL005C YHL005C SGDID_S000000997_ Chr VIII from 99220-98828_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved among S. cerevisiae strains; YHL005C is not an essential gene"""	
OG0008112									"YHL002C-A YHL002C-A SGDID_S000028770_ Chr VIII from 103075-102587_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF HSE1/YHL002W"""	
OG0008113									"YHR007C-A YHR007C-A SGDID_S000028830_ Chr VIII from 122765-122550_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by expression profiling and mass spectrometry; SWAT-GFP fusion protein localizes to the nucleus"""	
OG0008114									"YHR014W SPO13 SGDID_S000001056_ Chr VIII from 132047-132922_ Genome Release 64-5-1_ Verified ORF_ ""Meiotic regulator; involved in maintaining sister chromatid cohesion during meiosis I as well as promoting proper attachment of kinetochores to the spindle during meiosis I and meiosis II; promotes phosphorylation of Cdc5p substrates in MI and impacts Hrr25p function in MII; substrate of the anaphase-promoting complex _APC_ that is degraded during anaphase I; expressed solely in meiotic cells"""	
OG0008115									"YHR021W-A ECM12 SGDID_S000003531_ Chr VIII from 149225-149680_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; may contribute to cell wall biosynthesis_ mutants display zymolyase hypersensitivity"""	
OG0008116									"YHR022C-A YHR022C-A SGDID_S000028645_ Chr VIII from 151306-151217_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by gene-trapping_ microarray-based expression analysis_ and genome-wide homology searching"""	
OG0008117									"YHR028W-A YHR028W-A SGDID_S000028776_ Chr VIII from 167352-167672_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps ORF DAP2/YHR028C"""	
OG0008118									"YHR032W-A YHR032W-A SGDID_S000028831_ Chr VIII from 175195-175374_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the dubious ORF YHR032C-A"""	
OG0008119									"YHR032C-A YHR032C-A SGDID_S000028646_ Chr VIII from 175394-175275_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the dubious ORF YHR032W-A"""	
OG0008120									"YHR049C-A YHR049C-A SGDID_S000003532_ Chr VIII from 207530-207234_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008121									"YHR050W-A YHR050W-A SGDID_S000028832_ Chr VIII from 209475-209645_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein of unknown function; identified by expression profiling and mass spectrometry"""	
OG0008122									"YHR056W-A YHR056W-A SGDID_S000028777_ Chr VIII from 217406-217840_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps ORF RSC30/YHR056C"""	
OG0008123									"YHR057C CPR2 SGDID_S000001099_ Chr VIII from 218843-218226_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Peptidyl-prolyl cis-trans isomerase _cyclophilin_; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; seamless-GFP and mCherry fusion proteins localize to the vacuole_ while SWAT-GFP fusion localizes to both the endoplasmic reticulum and vacuole; suppresses toxicity of slow-folding human Z-type alpha1-antitrypsin variant associated with liver cirrhosis and emphysema"""	
OG0008124									"YHR063W-A YHR063W-A SGDID_S000028778_ Chr VIII from 225442-225777_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF SSZ1/YHR064C"""	
OG0008125									"YHR069C-A YHR069C-A SGDID_S000028779_ Chr VIII from 235236-234874_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps ORF TRM5/YHR070W"""	
OG0008126									"YHR070C-A YHR070C-A SGDID_S000028780_ Chr VIII from 236512-236102_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; overlaps the verified gene TRM5/YHR070W"""	
OG0008127									"YHR071C-A YHR071C-A SGDID_S000028781_ Chr VIII from 239230-238910_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the verified ORF ERG7/YHR072W"""	
OG0008128									"YHR073W-A YHR073W-A SGDID_S000028834_ Chr VIII from 242868-243044_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps verified ORF YHR073W; identified by expression profiling and mass spectrometry"""	
OG0008129									"YHR073C-B YHR073C-B SGDID_S000028833_ Chr VIII from 245502-245422_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps verified ORF YHR073W; identified by expression profiling and mass spectrometry"""	
OG0008130									"YHR086W-A YHR086W-A SGDID_S000028552_ Chr VIII from 280231-280392_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by fungal homology and RT-PCR; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"""	
OG0008131									"YHR091C MSR1 SGDID_S000001133_ Chr VIII from 286770-284839_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog_ YDR341C_ that arose from the whole genome duplication"""	
OG0008132									"YHR093W AHT1 SGDID_S000001135_ Chr VIII from 289142-289690_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains; not conserved in closely related Saccharomyces species; multicopy suppressor of glucose transport defects_ likely due to the presence of an HXT4 regulatory element in the region"""	
OG0008133									"YHR095W YHR095W SGDID_S000001137_ Chr VIII from 292943-293437_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data"""	
OG0008134									"YHR125W YHR125W SGDID_S000001167_ Chr VIII from 358858-359163_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008135									"YHR126C ANS1 SGDID_S000001168_ Chr VIII from 360181-359702_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the vacuole; transcription dependent upon Azf1p"""	
OG0008136									"YHR130C YHR130C SGDID_S000001172_ Chr VIII from 365300-364965_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved among S. cerevisiae strains; YHR130C is not an essential gene"""	
OG0008137									"YHR131W-A YHR131W-A SGDID_S000028782_ Chr VIII from 367747-367992_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YHR131C"""	
OG0008138									"YHR137C-A YHR137C-A SGDID_S000028649_ Chr VIII from 376388-375738_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps verified gene ARO9/YHR137W; identified by gene-trapping_ expression analysis_ and genome-wide homology searching"""	
OG0008139									"YHR139C-A YHR139C-A SGDID_S000003533_ Chr VIII from 380419-380108_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved across S. cerevisiae strains"""	
OG0008140									"YHR152W SPO12 SGDID_S000001195_ Chr VIII from 401434-401955_ Genome Release 64-5-1_ Verified ORF_ ""Nucleolar protein of unknown function; positive regulator of mitotic exit; involved in regulating release of Cdc14p from the nucleolus in early anaphase_ may play similar role in meiosis; SPO12 has a paralog_ BNS1_ that arose from the whole genome duplication"""	
OG0008141									"YHR157W REC104 SGDID_S000001200_ Chr VIII from 412907-413455_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in early stages of meiotic recombination; required for meiotic crossing over; forms a complex with Rec102p and Spo11p necessary during the initiation of recombination"""	
OG0008142									"YHR160C PEX18 SGDID_S000001203_ Chr VIII from 420072-419221_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; primarily responsible for peroxisomal import during growth on oleate_ and expression is induced during oleate growth"""	
OG0008143									"YHR165W-A YHR165W-A SGDID_S000028783_ Chr VIII from 436647-436958_ Genome Release 64-5-1_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps ORF PRP8/YHR165C"""	
OG0008144									"YHR173C YHR173C SGDID_S000001216_ Chr VIII from 451153-450815_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; expressed at both mRNA and protein levels; SWAT-GFP and mCherry fusion proteins localize to the vacuole"""	
OG0008145									"YHR175W-A YHR175W-A SGDID_S000028553_ Chr VIII from 453558-453707_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; identified by fungal homology and RT-PCR"""	
OG0008146									"YHR180W YHR180W SGDID_S000001223_ Chr VIII from 465178-465669_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; conserved among S. cerevisiae strains"""	
OG0008147									"YHR180C-B YHR180C-B SGDID_S000028554_ Chr VIII from 467062-466958_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps the dubious ORF YHR180W-A"""	
OG0008148									"YHR182C-A YHR182C-A SGDID_S000028784_ Chr VIII from 471412-470939_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; almost completely overlaps ORF GND1/YHR183W"""	
OG0008149									"YHR193C-A YHR193C-A SGDID_S000028785_ Chr VIII from 489027-488653_ Genome Release 64-5-1_ reverse complement_ Dubious ORF_ ""Dubious open reading frame; unlikely to encode a functional protein_ based on available experimental and comparative sequence data; completely overlaps verified ORF MDM31/YHR194W"""	
