xp_id,locus_tag
XP_452562.1,KLLA0_C08151g
XP_452563.1,KLLA0_C08173g
XP_452564.1,KLLA0_C08195g
XP_452565.1,KLLA0_C08217g
XP_452566.1,KLLA0_C08239g
XP_452567.1,KLLA0_C08261g
XP_452568.1,KLLA0_C08283g
XP_452569.1,KLLA0_C08305g
XP_452570.1,KLLA0_C08327g
XP_452571.1,KLLA0_C08349g
XP_452572.1,KLLA0_C08371g
XP_452573.1,KLLA0_C08393g
XP_452574.1,KLLA0_C08415g
XP_452575.1,KLLA0_C08437g
XP_452576.1,KLLA0_C08448g
XP_452578.1,KLLA0_C08470g
XP_452579.1,KLLA0_C08503g
XP_452580.1,KLLA0_C08525g
XP_452581.1,KLLA0_C08547g
XP_452582.1,KLLA0_C08569g
XP_452583.1,KLLA0_C08591g
XP_452584.1,KLLA0_C08613g
XP_452585.1,KLLA0_C08635g
XP_452586.1,KLLA0_C08657g
XP_452587.1,KLLA0_C08679g
XP_452588.1,KLLA0_C08701g
XP_452589.1,KLLA0_C08723g
XP_452591.1,KLLA0_C08756g
XP_452592.1,KLLA0_C08778g
XP_452593.1,KLLA0_C08800g
XP_452594.1,KLLA0_C08866g
XP_452595.1,KLLA0_C08888g
XP_452596.1,KLLA0_C08910g
XP_452597.1,KLLA0_C08932g
XP_452598.1,KLLA0_C08954g
XP_452599.1,KLLA0_C08976g
XP_452600.1,KLLA0_C08998g
XP_452601.1,KLLA0_C09020g
XP_452602.1,KLLA0_C09042g
XP_452603.1,KLLA0_C09064g
XP_452604.1,KLLA0_C09086g
XP_452605.1,KLLA0_C09108g
XP_452606.1,KLLA0_C09130g
XP_452607.1,KLLA0_C09152g
XP_452608.1,KLLA0_C09174g
XP_452609.1,KLLA0_C09196g
XP_452610.1,KLLA0_C09218g
XP_452611.1,KLLA0_C09240g
XP_452612.1,KLLA0_C09262g
XP_452613.1,KLLA0_C09284g
XP_452614.1,KLLA0_C09306g
XP_452615.2,KLLA0_C09328g
XP_452616.1,KLLA0_C09372g
XP_452617.1,KLLA0_C09394g
XP_452618.1,KLLA0_C09416g
XP_452619.1,KLLA0_C09460g
XP_452620.1,KLLA0_C09482g
XP_452621.1,KLLA0_C09504g
XP_452622.1,KLLA0_C09526g
XP_452623.1,KLLA0_C09548g
XP_452624.1,KLLA0_C09570g
XP_452625.1,KLLA0_C09592g
XP_452627.1,KLLA0_C09625g
XP_452628.1,KLLA0_C09647g
XP_452629.1,KLLA0_C09669g
XP_452630.1,KLLA0_C09691g
XP_452631.1,KLLA0_C09713g
XP_452632.1,KLLA0_C09735g
XP_452633.1,KLLA0_C09757g
XP_452634.1,KLLA0_C09779g
XP_452635.1,KLLA0_C09801g
XP_452636.1,KLLA0_C09823g
XP_452637.1,KLLA0_C09845g
XP_452638.1,KLLA0_C09867g
XP_452639.1,KLLA0_C09889g
XP_452640.1,KLLA0_C09911g
XP_452641.1,KLLA0_C09933g
XP_452642.1,KLLA0_C09944g
XP_452643.1,KLLA0_C09966g
XP_452644.1,KLLA0_C09988g
XP_452645.1,KLLA0_C10010g
XP_452646.1,KLLA0_C10032g
XP_452647.1,KLLA0_C10054g
XP_452648.1,KLLA0_C10076g
XP_452649.1,KLLA0_C10098g
XP_452650.1,KLLA0_C10120g
XP_452651.1,KLLA0_C10142g
XP_452652.1,KLLA0_C10164g
XP_452653.1,KLLA0_C10186g
XP_452654.1,KLLA0_C10208g
XP_452655.1,KLLA0_C10230g
XP_452656.1,KLLA0_C10252g
XP_452657.1,KLLA0_C10274g
XP_452658.1,KLLA0_C10296g
XP_452659.1,KLLA0_C10318g
XP_452660.1,KLLA0_C10340g
XP_452661.1,KLLA0_C10362g
XP_452662.1,KLLA0_C10384g
XP_452663.1,KLLA0_C10406g
XP_452665.1,KLLA0_C10439g
XP_452666.1,KLLA0_C10461g
XP_452667.1,KLLA0_C10483g
XP_452668.1,KLLA0_C10505g
XP_452669.1,KLLA0_C10527g
XP_452670.1,KLLA0_C10549g
XP_452671.1,KLLA0_C10571g
XP_452672.1,KLLA0_C10593g
XP_452673.1,KLLA0_C10615g
XP_452674.2,KLLA0_C10670g
XP_452675.1,KLLA0_C10681g
XP_452676.1,KLLA0_C10692g
XP_452677.1,KLLA0_C10714g
XP_452678.1,KLLA0_C10736g
XP_452679.1,KLLA0_C10758g
XP_452680.1,KLLA0_C10780g
XP_452681.1,KLLA0_C10802g
XP_452683.1,KLLA0_C10835g
XP_452684.1,KLLA0_C10857g
XP_452685.1,KLLA0_C10879g
XP_452686.1,KLLA0_C10901g
XP_452687.1,KLLA0_C10923g
XP_452688.1,KLLA0_C10945g
XP_452689.1,KLLA0_C10967g
XP_452690.1,KLLA0_C10989g
XP_452691.1,KLLA0_C11011g
XP_452692.2,KLLA0_C11033g
XP_452693.1,KLLA0_C11055g
XP_452694.1,KLLA0_C11077g
XP_452695.1,KLLA0_C11099g
XP_452696.1,KLLA0_C11121g
XP_452697.1,KLLA0_C11143g
XP_452698.1,KLLA0_C11165g
XP_452699.1,KLLA0_C11187g
XP_452700.1,KLLA0_C11209g
XP_452701.1,KLLA0_C11231g
XP_452702.1,KLLA0_C11253g
XP_452703.1,KLLA0_C11275g
XP_452704.1,KLLA0_C11297g
XP_452705.1,KLLA0_C11319g
XP_452706.1,KLLA0_C11341g
XP_452707.1,KLLA0_C11363g
XP_452708.1,KLLA0_C11385g
XP_452709.1,KLLA0_C11407g
XP_452710.1,KLLA0_C11429g
XP_452711.1,KLLA0_C11451g
XP_452712.1,KLLA0_C11473g
XP_452713.1,KLLA0_C11495g
XP_452714.1,KLLA0_C11517g
XP_452715.1,KLLA0_C11539g
XP_452716.1,KLLA0_C11561g
XP_452717.1,KLLA0_C11583g
XP_452718.1,KLLA0_C11605g
XP_452719.1,KLLA0_C11627g
XP_452720.1,KLLA0_C11649g
XP_452721.1,KLLA0_C11671g
XP_452722.1,KLLA0_C11693g
XP_452723.1,KLLA0_C11715g
XP_452724.2,KLLA0_C11737g
XP_452725.1,KLLA0_C11759g
XP_452726.1,KLLA0_C11781g
XP_452727.1,KLLA0_C11803g
XP_452728.1,KLLA0_C11825g
XP_452729.1,KLLA0_C11847g
XP_452730.1,KLLA0_C11869g
XP_452731.1,KLLA0_C11891g
XP_452732.1,KLLA0_C11913g
XP_452733.1,KLLA0_C11935g
XP_452734.1,KLLA0_C11957g
XP_452735.1,KLLA0_C11979g
XP_452736.1,KLLA0_C12001g
XP_452737.1,KLLA0_C12023g
XP_002999359.1,KLLA0_C12034g
XP_452738.1,KLLA0_C12111g
XP_452739.1,KLLA0_C12133g
XP_452740.1,KLLA0_C12177g
XP_452741.1,KLLA0_C12199g
XP_452742.1,KLLA0_C12221g
XP_452743.1,KLLA0_C12243g
XP_452744.1,KLLA0_C12265g
XP_452745.1,KLLA0_C12287g
XP_452746.2,KLLA0_C12300g
XP_452747.1,KLLA0_C12309g
XP_452748.1,KLLA0_C12331g
XP_452749.1,KLLA0_C12353g
XP_452750.1,KLLA0_C12375g
XP_452751.1,KLLA0_C12397g
XP_452752.1,KLLA0_C12419g
XP_452753.1,KLLA0_C12441g
XP_452754.1,KLLA0_C12463g
XP_452755.1,KLLA0_C12485g
XP_452756.1,KLLA0_C12507g
XP_452757.1,KLLA0_C12529g
XP_452758.1,KLLA0_C12551g
XP_452759.1,KLLA0_C12573g
XP_452760.1,KLLA0_C12595g
XP_452761.1,KLLA0_C12617g
XP_452763.1,KLLA0_C12639g
XP_452764.1,KLLA0_C12672g
XP_452765.1,KLLA0_C12694g
XP_452766.1,KLLA0_C12716g
XP_452768.1,KLLA0_C12749g
XP_452769.1,KLLA0_C12771g
XP_452770.1,KLLA0_C12793g
XP_452771.1,KLLA0_C12815g
XP_452772.1,KLLA0_C12837g
XP_452773.1,KLLA0_C12859g
XP_452774.1,KLLA0_C12881g
XP_452775.1,KLLA0_C12903g
XP_452776.1,KLLA0_C12925g
XP_452777.1,KLLA0_C12947g
XP_452778.1,KLLA0_C12969g
XP_452779.1,KLLA0_C12991g
XP_452780.1,KLLA0_C13013g
XP_452781.1,KLLA0_C13035g
XP_452782.1,KLLA0_C13057g
XP_452783.1,KLLA0_C13079g
XP_452784.1,KLLA0_C13101g
XP_452785.1,KLLA0_C13123g
XP_452786.1,KLLA0_C13145g
XP_452787.1,KLLA0_C13167g
XP_452788.1,KLLA0_C13189g
XP_452789.1,KLLA0_C13211g
XP_452790.1,KLLA0_C13233g
XP_452791.1,KLLA0_C13255g
XP_452792.1,KLLA0_C13277g
XP_452793.1,KLLA0_C13299g
XP_452794.1,KLLA0_C13321g
XP_452795.1,KLLA0_C13343g
XP_452796.1,KLLA0_C13365g
XP_452797.2,KLLA0_C13387g
XP_452798.1,KLLA0_C13409g
XP_452799.1,KLLA0_C13431g
XP_452800.1,KLLA0_C13453g
XP_452801.1,KLLA0_C13475g
XP_452802.1,KLLA0_C13497g
XP_452803.1,KLLA0_C13519g
XP_452804.1,KLLA0_C13541g
XP_452805.1,KLLA0_C13563g
XP_452806.1,KLLA0_C13585g
XP_452807.1,KLLA0_C13607g
XP_452809.1,KLLA0_C13651g
XP_452810.1,KLLA0_C13673g
XP_452812.1,KLLA0_C13706g
XP_452813.1,KLLA0_C13728g
XP_452814.1,KLLA0_C13750g
XP_452815.1,KLLA0_C13772g
XP_452816.1,KLLA0_C13794g
XP_452817.1,KLLA0_C13816g
XP_452818.1,KLLA0_C13838g
XP_452819.1,KLLA0_C13860g
XP_452820.1,KLLA0_C13882g
XP_452821.1,KLLA0_C13904g
XP_452822.1,KLLA0_C13926g
XP_452823.1,KLLA0_C13948g
XP_452826.1,KLLA0_C14003g
XP_452827.1,KLLA0_C14025g
XP_452828.1,KLLA0_C14047g
XP_452829.1,KLLA0_C14069g
XP_452830.1,KLLA0_C14091g
XP_452831.1,KLLA0_C14113g
XP_452832.1,KLLA0_C14135g
XP_452833.1,KLLA0_C14157g
XP_452835.1,KLLA0_C14190g
XP_452836.1,KLLA0_C14212g
XP_452837.1,KLLA0_C14234g
XP_452838.1,KLLA0_C14256g
XP_452839.1,KLLA0_C14278g
XP_452840.1,KLLA0_C14300g
XP_452841.1,KLLA0_C14322g
XP_452842.1,KLLA0_C14344g
XP_452843.1,KLLA0_C14366g
XP_452844.1,KLLA0_C14388g
XP_452845.1,KLLA0_C14410g
XP_452846.1,KLLA0_C14432g
XP_452847.1,KLLA0_C14454g
XP_452848.1,KLLA0_C14476g
XP_452849.1,KLLA0_C14498g
XP_452850.1,KLLA0_C14520g
XP_452851.1,KLLA0_C14542g
XP_452852.1,KLLA0_C14564g
XP_452853.1,KLLA0_C14586g
XP_452854.1,KLLA0_C14608g
XP_452855.1,KLLA0_C14630g
XP_452856.1,KLLA0_C14652g
XP_452857.1,KLLA0_C14674g
XP_452858.1,KLLA0_C14696g
XP_452859.1,KLLA0_C14718g
XP_452860.1,KLLA0_C14740g
XP_452861.1,KLLA0_C14762g
XP_452862.1,KLLA0_C14784g
XP_452863.2,KLLA0_C14806g
XP_452864.1,KLLA0_C14828g
XP_452865.1,KLLA0_C14850g
XP_452866.1,KLLA0_C14872g
XP_452867.1,KLLA0_C14894g
XP_452868.1,KLLA0_C14905g
XP_002999360.1,KLLA0_C14916g
XP_452869.1,KLLA0_C14927g
XP_452870.1,KLLA0_C14949g
XP_452871.1,KLLA0_C14971g
XP_452872.1,KLLA0_C14993g
XP_452873.1,KLLA0_C15015g
XP_452874.1,KLLA0_C15037g
XP_452875.1,KLLA0_C15059g
XP_452876.1,KLLA0_C15081g
XP_452878.1,KLLA0_C15125g
XP_452879.1,KLLA0_C15147g
XP_452880.1,KLLA0_C15169g
XP_452881.1,KLLA0_C15191g
XP_452882.1,KLLA0_C15213g
XP_452883.1,KLLA0_C15235g
XP_452884.1,KLLA0_C15257g
XP_452885.1,KLLA0_C15279g
XP_452886.1,KLLA0_C15301g
XP_452887.1,KLLA0_C15323g
XP_452888.1,KLLA0_C15345g
XP_452889.1,KLLA0_C15411g
XP_452890.1,KLLA0_C15433g
XP_452891.1,KLLA0_C15455g
XP_452892.1,KLLA0_C15477g
XP_452893.1,KLLA0_C15499g
XP_452894.1,KLLA0_C15521g
XP_452895.1,KLLA0_C15543g
XP_452896.1,KLLA0_C15565g
XP_452897.1,KLLA0_C15587g
XP_452898.1,KLLA0_C15609g
XP_452899.1,KLLA0_C15653g
XP_452900.1,KLLA0_C15675g
XP_452901.1,KLLA0_C15697g
XP_452902.1,KLLA0_C15719g
XP_452903.1,KLLA0_C15741g
XP_452904.1,KLLA0_C15763g
XP_452905.1,KLLA0_C15785g
XP_452906.1,KLLA0_C15807g
XP_452907.1,KLLA0_C15829g
XP_452908.1,KLLA0_C15851g
XP_452909.1,KLLA0_C15873g
XP_452910.1,KLLA0_C15895g
XP_452911.1,KLLA0_C15917g
XP_452912.1,KLLA0_C15939g
XP_452913.1,KLLA0_C15961g
XP_452914.1,KLLA0_C15983g
XP_452915.1,KLLA0_C16005g
XP_452916.1,KLLA0_C16027g
XP_452917.1,KLLA0_C16049g
XP_452918.1,KLLA0_C16071g
XP_452919.1,KLLA0_C16093g
XP_452920.1,KLLA0_C16115g
XP_452921.1,KLLA0_C16137g
XP_452922.1,KLLA0_C16159g
XP_452923.1,KLLA0_C16181g
XP_452924.1,KLLA0_C16203g
XP_452925.1,KLLA0_C16225g
XP_452926.1,KLLA0_C16247g
XP_452927.1,KLLA0_C16269g
XP_452928.1,KLLA0_C16291g
XP_452929.1,KLLA0_C16313g
XP_452930.1,KLLA0_C16335g
XP_452931.1,KLLA0_C16357g
XP_452932.1,KLLA0_C16379g
XP_452933.1,KLLA0_C16401g
XP_452934.1,KLLA0_C16423g
XP_452935.1,KLLA0_C16445g
XP_452936.1,KLLA0_C16467g
XP_452937.1,KLLA0_C16489g
XP_452938.1,KLLA0_C16511g
XP_452939.1,KLLA0_C16533g
XP_452940.1,KLLA0_C16555g
XP_452941.1,KLLA0_C16577g
XP_452942.1,KLLA0_C16599g
XP_452943.1,KLLA0_C16621g
XP_452944.1,KLLA0_C16643g
XP_452945.1,KLLA0_C16665g
XP_452946.1,KLLA0_C16687g
XP_452947.1,KLLA0_C16709g
XP_452948.1,KLLA0_C16731g
XP_452949.1,KLLA0_C16753g
XP_452950.1,KLLA0_C16775g
XP_452951.1,KLLA0_C16797g
XP_452952.1,KLLA0_C16819g
XP_452955.1,KLLA0_C16874g
XP_452956.1,KLLA0_C16896g
XP_452957.1,KLLA0_C16918g
XP_452958.1,KLLA0_C16940g
XP_452959.1,KLLA0_C16984g
XP_452960.1,KLLA0_C17006g
XP_452961.1,KLLA0_C17028g
XP_452962.1,KLLA0_C17050g
XP_452963.1,KLLA0_C17072g
XP_452964.1,KLLA0_C17094g
XP_452966.1,KLLA0_C17138g
XP_452967.1,KLLA0_C17160g
XP_452968.1,KLLA0_C17182g
XP_452969.1,KLLA0_C17204g
XP_452970.1,KLLA0_C17226g
XP_002999361.1,KLLA0_C17237g
XP_452971.1,KLLA0_C17248g
XP_452972.1,KLLA0_C17270g
XP_452973.1,KLLA0_C17292g
XP_452974.1,KLLA0_C17314g
XP_452975.1,KLLA0_C17336g
XP_452976.1,KLLA0_C17380g
XP_452977.1,KLLA0_C17402g
XP_452978.1,KLLA0_C17424g
XP_452979.1,KLLA0_C17446g
XP_452980.1,KLLA0_C17468g
XP_452981.1,KLLA0_C17490g
XP_452982.1,KLLA0_C17512g
XP_452983.1,KLLA0_C17534g
XP_452984.1,KLLA0_C17556g
XP_452985.1,KLLA0_C17578g
XP_452986.1,KLLA0_C17600g
XP_452987.1,KLLA0_C17622g
XP_452988.1,KLLA0_C17644g
XP_452989.1,KLLA0_C17666g
XP_452990.1,KLLA0_C17688g
XP_452991.1,KLLA0_C17710g
XP_452992.1,KLLA0_C17732g
XP_452993.1,KLLA0_C17754g
XP_452994.1,KLLA0_C17776g
XP_452995.1,KLLA0_C17798g
XP_452996.1,KLLA0_C17820g
XP_452997.1,KLLA0_C17842g
XP_452998.1,KLLA0_C17864g
XP_452999.2,KLLA0_C17930g
XP_453000.1,KLLA0_C17941g
XP_453001.1,KLLA0_C17963g
XP_453002.1,KLLA0_C17985g
XP_453003.1,KLLA0_C18007g
XP_453004.1,KLLA0_C18029g
XP_453005.1,KLLA0_C18051g
XP_453006.1,KLLA0_C18117g
XP_453007.1,KLLA0_C18139g
XP_453008.2,KLLA0_C18161g
XP_453009.1,KLLA0_C18172g
XP_453010.1,KLLA0_C18194g
XP_453011.1,KLLA0_C18216g
XP_453012.1,KLLA0_C18238g
XP_453013.1,KLLA0_C18260g
XP_453014.1,KLLA0_C18282g
XP_453016.1,KLLA0_C18315g
XP_453017.1,KLLA0_C18337g
XP_453018.1,KLLA0_C18359g
XP_453019.1,KLLA0_C18381g
XP_453020.1,KLLA0_C18403g
XP_453021.1,KLLA0_C18425g
XP_453022.1,KLLA0_C18447g
XP_453023.1,KLLA0_C18469g
XP_453024.1,KLLA0_C18491g
XP_453025.1,KLLA0_C18513g
XP_453026.1,KLLA0_C18546g
XP_453027.1,KLLA0_C18568g
XP_453028.1,KLLA0_C18590g
XP_453029.1,KLLA0_C18612g
XP_453030.1,KLLA0_C18634g
XP_453031.1,KLLA0_C18656g
XP_453032.1,KLLA0_C18678g
XP_453033.1,KLLA0_C18700g
XP_002999362.1,KLLA0_C18711g
XP_453034.1,KLLA0_C18722g
XP_453035.1,KLLA0_C18744g
XP_453036.1,KLLA0_C18755g
XP_453037.1,KLLA0_C18777g
XP_453038.1,KLLA0_C18799g
XP_453039.1,KLLA0_C18821g
XP_453040.1,KLLA0_C18843g
XP_453041.1,KLLA0_C18865g
XP_453042.1,KLLA0_C18887g
XP_453043.1,KLLA0_C18909g
XP_453044.1,KLLA0_C18931g
XP_453045.1,KLLA0_C18953g
XP_453046.1,KLLA0_C18975g
XP_453047.1,KLLA0_C18997g
XP_453048.1,KLLA0_C19019g
XP_453049.1,KLLA0_C19041g
XP_453050.1,KLLA0_C19063g
XP_453051.1,KLLA0_C19085g
XP_453052.1,KLLA0_C19107g
XP_002999363.1,KLLA0_C19132g
XP_453056.1,KLLA0_C19184g
XP_453057.1,KLLA0_C19206g
XP_453058.1,KLLA0_C19228g
XP_453059.1,KLLA0_C19250g
XP_453060.1,KLLA0_C19272g
XP_453062.1,KLLA0_C19316g
XP_002999364.1,KLLA0_C19327g
XP_453063.1,KLLA0_C19338g
XP_453064.1,KLLA0_C19360g
XP_453065.1,KLLA0_C19382g
XP_453068.1,KLLA0_C19437g
XP_453073.1,KLLA0_C19547g
XP_453077.1,KLLA0_D00143g
XP_002999365.1,KLLA0_D00157g
XP_453079.2,KLLA0_D00187g
XP_453080.2,KLLA0_D00209g
XP_453081.2,KLLA0_D00231g
XP_453082.2,KLLA0_D00253g
XP_002999366.1,KLLA0_D00258g
XP_002999367.1,KLLA0_D00264g
XP_002999368.1,KLLA0_D00269g
XP_453083.1,KLLA0_D00275g
XP_453086.1,KLLA0_D00330g
XP_453087.1,KLLA0_D00352g
XP_453088.1,KLLA0_D00374g
XP_453089.1,KLLA0_D00396g
XP_453090.1,KLLA0_D00418g
XP_453091.1,KLLA0_D00440g
XP_453092.1,KLLA0_D00462g
XP_453093.1,KLLA0_D00484g
XP_453094.1,KLLA0_D00506g
XP_453095.1,KLLA0_D00528g
XP_453096.1,KLLA0_D00550g
XP_453097.1,KLLA0_D00572g
XP_453098.1,KLLA0_D00594g
XP_453099.1,KLLA0_D00616g
XP_453100.1,KLLA0_D00638g
XP_453101.1,KLLA0_D00660g
XP_453102.1,KLLA0_D00682g
XP_453103.1,KLLA0_D00704g
XP_453104.1,KLLA0_D00726g
XP_453105.1,KLLA0_D00748g
XP_453107.1,KLLA0_D00792g
XP_453108.1,KLLA0_D00814g
XP_453109.1,KLLA0_D00836g
XP_453110.1,KLLA0_D00858g
XP_453111.1,KLLA0_D00880g
XP_453112.1,KLLA0_D00902g
XP_453114.1,KLLA0_D00979g
XP_453115.1,KLLA0_D01001g
XP_453116.1,KLLA0_D01023g
XP_453117.1,KLLA0_D01045g
XP_453118.1,KLLA0_D01067g
XP_453119.1,KLLA0_D01089g
XP_453120.1,KLLA0_D01111g
XP_453121.1,KLLA0_D01133g
XP_453122.1,KLLA0_D01155g
XP_453123.1,KLLA0_D01221g
XP_453124.1,KLLA0_D01243g
XP_453125.1,KLLA0_D01265g
XP_453126.1,KLLA0_D01287g
XP_453127.1,KLLA0_D01309g
XP_453128.1,KLLA0_D01331g
XP_453130.1,KLLA0_D01386g
XP_453131.1,KLLA0_D01408g
XP_453132.1,KLLA0_D01430g
XP_453133.1,KLLA0_D01452g
XP_453135.1,KLLA0_D01485g
XP_453136.1,KLLA0_D01507g
XP_453137.1,KLLA0_D01529g
XP_453138.1,KLLA0_D01551g
XP_453139.1,KLLA0_D01573g
XP_453140.1,KLLA0_D01595g
XP_453141.1,KLLA0_D01617g
XP_453142.1,KLLA0_D01639g
XP_453143.1,KLLA0_D01661g
XP_453144.1,KLLA0_D01683g
XP_453145.1,KLLA0_D01705g
XP_453146.1,KLLA0_D01771g
XP_453147.1,KLLA0_D01793g
XP_453148.1,KLLA0_D01815g
XP_453149.1,KLLA0_D01837g
XP_453150.1,KLLA0_D01859g
XP_453151.1,KLLA0_D01881g
XP_453152.1,KLLA0_D01903g
XP_453153.1,KLLA0_D01925g
XP_453154.1,KLLA0_D01947g
XP_453155.1,KLLA0_D01958g
XP_453156.1,KLLA0_D01980g
XP_453157.1,KLLA0_D02002g
XP_453158.1,KLLA0_D02024g
XP_453159.1,KLLA0_D02046g
XP_453160.1,KLLA0_D02068g
XP_453161.1,KLLA0_D02090g
XP_453162.2,KLLA0_D02112g
XP_453163.1,KLLA0_D02134g
XP_453164.1,KLLA0_D02156g
XP_453165.1,KLLA0_D02178g
XP_453166.1,KLLA0_D02200g
XP_453167.1,KLLA0_D02222g
XP_453168.1,KLLA0_D02244g
XP_453169.1,KLLA0_D02266g
XP_453170.1,KLLA0_D02288g
XP_453171.1,KLLA0_D02310g
XP_453172.1,KLLA0_D02332g
XP_453173.1,KLLA0_D02354g
XP_453174.1,KLLA0_D02376g
XP_453175.1,KLLA0_D02398g
XP_453176.1,KLLA0_D02420g
XP_453177.1,KLLA0_D02442g
XP_453178.1,KLLA0_D02464g
XP_453179.1,KLLA0_D02486g
XP_453180.1,KLLA0_D02508g
XP_453181.1,KLLA0_D02530g
XP_453182.1,KLLA0_D02552g
XP_453183.1,KLLA0_D02574g
XP_453184.2,KLLA0_D02596g
XP_453185.1,KLLA0_D02618g
XP_453186.1,KLLA0_D02640g
XP_453187.1,KLLA0_D02684g
XP_453188.1,KLLA0_D02706g
XP_453189.1,KLLA0_D02728g
XP_453190.1,KLLA0_D02750g
XP_453191.1,KLLA0_D02772g
XP_453192.1,KLLA0_D02794g
XP_453193.1,KLLA0_D02816g
XP_453194.1,KLLA0_D02838g
XP_453195.1,KLLA0_D02860g
XP_453196.1,KLLA0_D02882g
XP_453197.1,KLLA0_D02904g
XP_453198.1,KLLA0_D02926g
XP_453199.1,KLLA0_D02948g
XP_453200.1,KLLA0_D02970g
XP_453201.1,KLLA0_D02992g
XP_453202.1,KLLA0_D03014g
XP_453203.1,KLLA0_D03036g
XP_453204.1,KLLA0_D03058g
XP_453205.1,KLLA0_D03146g
XP_453206.1,KLLA0_D03168g
XP_453207.1,KLLA0_D03190g
XP_453209.1,KLLA0_D03212g
XP_453210.1,KLLA0_D03234g
XP_453211.1,KLLA0_D03256g
XP_453212.1,KLLA0_D03278g
XP_453214.1,KLLA0_D03322g
XP_002999369.1,KLLA0_D03333g
XP_453215.1,KLLA0_D03344g
XP_453216.1,KLLA0_D03366g
XP_453217.1,KLLA0_D03388g
XP_453218.2,KLLA0_D03410g
XP_453219.1,KLLA0_D03432g
XP_453220.1,KLLA0_D03454g
XP_453221.1,KLLA0_D03476g
XP_453222.1,KLLA0_D03498g
XP_453223.1,KLLA0_D03520g
XP_453224.1,KLLA0_D03542g
XP_453225.1,KLLA0_D03608g
XP_453226.1,KLLA0_D03630g
XP_453227.1,KLLA0_D03652g
XP_453228.1,KLLA0_D03674g
XP_453229.1,KLLA0_D03696g
XP_453230.1,KLLA0_D03718g
XP_453231.1,KLLA0_D03740g
XP_453232.1,KLLA0_D03751g
XP_453233.1,KLLA0_D03773g
XP_453234.1,KLLA0_D03795g
XP_453235.1,KLLA0_D03817g
XP_453236.1,KLLA0_D03839g
XP_453237.1,KLLA0_D03861g
XP_453238.1,KLLA0_D03883g
XP_453239.1,KLLA0_D03905g
XP_453240.1,KLLA0_D03927g
XP_453241.1,KLLA0_D03949g
XP_453242.1,KLLA0_D03971g
XP_453243.1,KLLA0_D04037g
XP_453244.1,KLLA0_D04059g
XP_453246.1,KLLA0_D04092g
XP_453247.1,KLLA0_D04114g
XP_453248.1,KLLA0_D04136g
XP_453249.1,KLLA0_D04158g
XP_002999370.1,KLLA0_D04181g
XP_453251.1,KLLA0_D04202g
XP_453252.1,KLLA0_D04224g
XP_453255.1,KLLA0_D04334g
XP_453256.1,KLLA0_D04356g
XP_453257.1,KLLA0_D04378g
XP_453258.1,KLLA0_D04400g
XP_453259.1,KLLA0_D04422g
XP_453260.1,KLLA0_D04444g
XP_453261.1,KLLA0_D04466g
XP_453262.1,KLLA0_D04488g
XP_453263.1,KLLA0_D04510g
XP_453264.1,KLLA0_D04532g
XP_453265.1,KLLA0_D04554g
XP_453266.1,KLLA0_D04576g
XP_453267.1,KLLA0_D04598g
XP_453268.1,KLLA0_D04664g
XP_453269.1,KLLA0_D04686g
XP_453270.1,KLLA0_D04708g
XP_453271.2,KLLA0_D04752g
XP_453272.1,KLLA0_D04774g
XP_453273.1,KLLA0_D04796g
XP_453274.1,KLLA0_D04818g
XP_453275.1,KLLA0_D04840g
XP_453276.1,KLLA0_D04862g
XP_453277.1,KLLA0_D04884g
XP_453278.1,KLLA0_D04906g
XP_453279.1,KLLA0_D04928g
XP_453280.1,KLLA0_D04950g
XP_453281.1,KLLA0_D04972g
XP_453282.1,KLLA0_D04994g
XP_453283.2,KLLA0_D05016g
XP_453284.1,KLLA0_D05038g
XP_453285.1,KLLA0_D05060g
XP_453286.1,KLLA0_D05082g
XP_453288.1,KLLA0_D05115g
XP_453289.1,KLLA0_D05137g
XP_453290.1,KLLA0_D05159g
XP_453291.1,KLLA0_D05181g
XP_453292.1,KLLA0_D05203g
XP_453293.1,KLLA0_D05225g
XP_453294.1,KLLA0_D05247g
XP_453295.1,KLLA0_D05269g
XP_453296.1,KLLA0_D05291g
XP_453297.1,KLLA0_D05313g
XP_453298.1,KLLA0_D05335g
XP_453299.1,KLLA0_D05357g
XP_453300.1,KLLA0_D05379g
XP_453301.1,KLLA0_D05401g
XP_453302.1,KLLA0_D05423g
XP_453303.1,KLLA0_D05445g
XP_453304.1,KLLA0_D05467g
XP_453305.1,KLLA0_D05489g
XP_453306.1,KLLA0_D05511g
XP_453307.1,KLLA0_D05533g
XP_453308.1,KLLA0_D05555g
XP_453309.1,KLLA0_D05577g
XP_453310.1,KLLA0_D05599g
XP_453311.1,KLLA0_D05621g
XP_453312.1,KLLA0_D05643g
XP_453316.1,KLLA0_D05709g
XP_453317.1,KLLA0_D05731g
XP_453318.1,KLLA0_D05753g
XP_453319.1,KLLA0_D05775g
XP_453320.1,KLLA0_D05797g
XP_453321.1,KLLA0_D05819g
XP_453322.1,KLLA0_D05841g
XP_453323.1,KLLA0_D05863g
XP_453324.1,KLLA0_D05885g
XP_453325.1,KLLA0_D05907g
XP_453326.1,KLLA0_D05929g
XP_453327.1,KLLA0_D05951g
XP_453328.1,KLLA0_D05973g
XP_453329.1,KLLA0_D05995g
XP_453330.1,KLLA0_D06017g
XP_453331.1,KLLA0_D06039g
