Orthogroup	C_glabrata	S_cerevisiae
OG0002152	QNG14998.1 uncharacterized protein GWK60_J02849 [Nakaseomyces glabratus]	"YER065C ICL1 SGDID_S000000867_ Chr V from 286914-285241_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Isocitrate lyase; catalyzes the formation of succinate and glyoxylate from isocitrate_ a key reaction of the glyoxylate cycle; expression of ICL1 is induced by growth on ethanol and repressed by growth on glucose"""
OG0002153	QNG16657.1 uncharacterized protein GWK60_L16203 [Nakaseomyces glabratus]	"YLR088W GAA1 SGDID_S000004078_ Chr XII from 316107-317951_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the GPI_protein transamidase complex; removes the GPI-anchoring signal and attaches GPI _glycosylphosphatidylinositol_ to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature"""
OG0002154	QNG15889.1 uncharacterized protein GWK60_K11297 [Nakaseomyces glabratus]	"YKL114C APN1 SGDID_S000001597_ Chr XI from 224455-223352_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Major apurinic/apyrimidinic endonuclease; 3'-repair diesterase; involved in repair of DNA damage by oxidation and alkylating agents; also functions as a 3'-5' exonuclease to repair 7_8-dihydro-8-oxodeoxyguanosine; genetically interacts with NTG1 to maintain mitochondrial genome integrity"""
OG0002155	QNG16392.1 uncharacterized protein GWK60_L10087 [Nakaseomyces glabratus]	"YKL079W SMY1 SGDID_S000001562_ Chr XI from 286603-288573_ Genome Release 64-5-1_ Verified ORF_ ""Kinesin-like myosin passenger-protein; interacts with Myo2p and enhances its interaction with Sec4p during transport of secretory vesicles; controls actin cable structure and dynamics"""
OG0002156	QNG14186.1 uncharacterized protein GWK60_H01023 [Nakaseomyces glabratus]	"YDR291W HRQ1 SGDID_S000002699_ Chr IV from 1039728-1042961_ Genome Release 64-5-1_ Verified ORF_ ""3'-5' DNA helicase of the conserved RecQ family; involved in Pso2p-mediated interstrand crosslink repair; acts with Rad4p in nucleotide-excision repair; binds telomeres_ modulates telomerase activity with Pif1p and inhibits telomere addition to dsDNA breaks; role in telomerase-independent telomere maintenance; lacks ssDNA annealing and strand exchange activities; human RecQL4_ a structural and functional homolog_ is involved in Rothmund-Thomson_ Baller-Gerold and RAPADILINO syndromes"""
OG0002157	QNG16551.1 uncharacterized protein GWK60_L13761 [Nakaseomyces glabratus]	"YKL018W SWD2 SGDID_S000001501_ Chr XI from 404102-405091_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the COMPASS _Set1C_ histone H3K4 methyltransferase complex; required for Set1C stability and optimal activity; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF _cleavage and polyadenylation factor__ a complex involved in RNAP II transcription termination"""
OG0002158	QNG12663.1 LYS9 [Nakaseomyces glabratus]	"YNR050C LYS9 SGDID_S000005333_ Chr XIV from 715388-714048_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Saccharopine dehydrogenase _NADP+_ L-glutamate-forming_; catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde_ the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112"""
OG0002159	QNG15215.1 uncharacterized protein GWK60_J07755 [Nakaseomyces glabratus]	"YNL256W FOL1 SGDID_S000005200_ Chr XIV from 164623-167097_ Genome Release 64-5-1_ Verified ORF_ ""Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase_ dihydro-6-hydroxymethylpterin pyrophosphokinase_ and dihydroneopterin aldolase activities"""
OG0002160	QNG12483.1 uncharacterized protein GWK60_B03905 [Nakaseomyces glabratus]	"YJR017C ESS1 SGDID_S000003778_ Chr X from 467033-466521_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Peptidylprolyl-cis/trans-isomerase _PPIase_; specific for phosphorylated S/T residues N-terminal to proline; regulates phosphorylation of RNAPII large subunit _Rpo21p_ C-terminal domain _CTD_ at Ser7; associates with phospho-Ser5 form of RNAPII in vivo; present along entire coding length of genes; represses initiation of CUTs; required for efficient termination of mRNA transcription_ trimethylation of histone H3; human ortholog PIN1 can complement yeast null and ts mutants"""
OG0002161	QNG13724.1 uncharacterized protein GWK60_G00385 [Nakaseomyces glabratus]	"YGR271C-A EFG1 SGDID_S000007608_ Chr VII from 1038501-1037800_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ribosome biogenesis factor required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein _GFP_-fusion protein localizes to the nucleolus"""
OG0002162	QNG12371.1 MTQ2 [Nakaseomyces glabratus]	"YDR140W MTQ2 SGDID_S000002547_ Chr IV from 734138-734803_ Genome Release 64-5-1_ Verified ORF_ ""S-adenosylmethionine-dependent methyltransferase; subunit of complex with Trm112p that methylates translation release factor Sup45p _eRF1_ in the ternary complex eRF1-eRF3-GTP; similar to E.coli PrmC; member of the seven beta-strand family"""
OG0002163	QNG13787.1 uncharacterized protein GWK60_G01881 [Nakaseomyces glabratus]	"YKR074W AIM29 SGDID_S000001782_ Chr XI from 579209-579676_ Genome Release 64-5-1_ Verified ORF_ ""Zpr1p co-chaperone; recognizes eEF1A in GTP-bound_ pre-hydrolysis conformation_ dampens folding complex GTPase activity to drive client release from Zpr1p"""
OG0002164	QNG16553.1 RAM2 [Nakaseomyces glabratus]	"YKL019W RAM2 SGDID_S000001502_ Chr XI from 402568-403518_ Genome Release 64-5-1_ Verified ORF_ ""Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase _Ram2p-Ram1p heterodimer_ catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransferase _Ram2p-Cdc43p heterodimer_ catalyzes the addition of the 20-carbon isoprenoid geranylgeranyl to substrate proteins containing a CaaL consensus motif; required for membrane localization of Ras proteins and a-factor"""
OG0002165	QNG16860.1 uncharacterized protein GWK60_M03465 [Nakaseomyces glabratus]	"YNL288W CAF40 SGDID_S000005232_ Chr XIV from 90303-91424_ Genome Release 64-5-1_ Verified ORF_ ""Component of the CCR4-NOT transcriptional complex; evolutionarily conserved; involved in controlling mRNA initiation_ elongation_ and degradation; binds Cdc39p"""
OG0002166	QNG16540.1 uncharacterized protein GWK60_L13475 [Nakaseomyces glabratus]	"YIR008C PRI1 SGDID_S000001447_ Chr IX from 374306-373077_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair"""
OG0002167	QNG12693.1 uncharacterized protein GWK60_C03795 [Nakaseomyces glabratus]	"YBR003W COQ1 SGDID_S000000207_ Chr II from 242809-244230_ Genome Release 64-5-1_ Verified ORF_ ""Hexaprenyl pyrophosphate synthetase; catalyzes the first step in ubiquinone _coenzyme Q_ biosynthesis"""
OG0002168	QNG13858.1 SHO1 [Nakaseomyces glabratus]	"YER118C SHO1 SGDID_S000000920_ Chr V from 399055-397952_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol _HOG_ response pathway; phosphorylated by Hog1p; interacts with Pbs2p_ Msb2p_ Hkr1p_ and Ste11p"""
OG0002169	QNG15409.1 uncharacterized protein GWK60_K00297 [Nakaseomyces glabratus]	"YKL206C ADD66 SGDID_S000001689_ Chr XI from 49809-49006_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly"""
OG0002170	QNG13351.1 uncharacterized protein GWK60_F00605 [Nakaseomyces glabratus]	"YOR322C LDB19 SGDID_S000005849_ Chr XV from 921062-918606_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Alpha-arrestin_ Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters_ recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p_ mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation_ affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination"""
OG0002171	QNG16042.1 uncharacterized protein GWK60_L02013 [Nakaseomyces glabratus]	"YHR164C DNA2 SGDID_S000001207_ Chr VIII from 429178-424610_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATP-dependent 5'-flap endonuclease and DNA helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; cell cycle-dependent localization to telomeric chromatin and replicating chromosomes; required for telomerase-dependent telomere synthesis; stability_ localization and nuclease activity regulated by sumoylation; forms nuclear foci upon replication stress; human homolog DNA2 complements yeast dna2 mutant"""
OG0002172	QNG13108.1 uncharacterized protein GWK60_E01353 [Nakaseomyces glabratus]	"YNL313C EMW1 SGDID_S000005257_ Chr XIV from 48022-45308_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Essential conserved protein with a role in cell wall integrity; contains six TPR _tetratricopeptide repeat_ domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress"""
OG0002173	QNG14660.1 uncharacterized protein GWK60_I01243 [Nakaseomyces glabratus]	"YNR007C ATG3 SGDID_S000005290_ Chr XIV from 640114-639182_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""E2-like enzyme; involved in autophagy and cytoplasm-to-vacuole targeting _Cvt_ pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates_ which are involved in membrane dynamics during autophagy and Cvt; interaction with Atg8p regulated by acetylation by NuA4 histone acetyltransferase Esa1p while attenuation of Atg3 acetylation is mediated by histone deacetylase Rpd3p; Atg12p-Atg5p conjugate enhances E2 activity of Atg3p by rearranging its catalytic site"""
OG0002174	QNG13203.1 uncharacterized protein GWK60_E03575 [Nakaseomyces glabratus]	"YHL031C GOS1 SGDID_S000001023_ Chr VIII from 39486-38815_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""v-SNARE protein involved in Golgi transport; homolog of the mammalian protein GOS-28/GS28"""
OG0002175	QNG16798.1 uncharacterized protein GWK60_M02057 [Nakaseomyces glabratus]	"YPL157W TGS1 SGDID_S000006078_ Chr XVI from 254814-255761_ Genome Release 64-5-1_ Verified ORF_ ""Trimethyl guanosine synthase_ conserved nucleolar methyl transferase; converts the m_7_G cap structure of snRNAs_ snoRNAs_ and telomerase TLC1 RNA to m_2_2_7_G; also required for nucleolar assembly and splicing of meiotic pre-mRNAs; interacts with Swm2p_ which may confer substrate specificity on Tgs1p"""
OG0002176	QNG13437.1 uncharacterized protein GWK60_F02585 [Nakaseomyces glabratus]	"YDR414C ERD1 SGDID_S000002822_ Chr IV from 1296686-1295598_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Predicted membrane protein required for lumenal ER protein retention; Golgi inorganic phosphate _Pi_ exporter that balances Pi import associated with NDP-sugar transport into the Golgi; involved in recycling of early glycosyltransferases from late to early Golgi compartments; mutants secrete the endogenous ER protein_ BiP _Kar2p_"""
OG0002177	QNG13228.1 uncharacterized protein GWK60_E04125 [Nakaseomyces glabratus]	"YHR013C ARD1 SGDID_S000001055_ Chr VIII from 131446-130730_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of protein N-terminal acetyltransferase NatA; NatA comprises Nat1p_ Ard1p_ Nat5p; acetylates many proteins to influence telomeric silencing_ cell cycle_ heat-shock resistance_ mating_ sporulation_ early stages of mitophagy; protein abundance increases under DNA replication stress; mutations in human homolog X-linked NAA10 lead to Ogden syndrome _S37P_ and intellectual disability _R116W_; expression of human NAA10 and NAA15 can complement ard1 nat1 double mutant"""
OG0002178	QNG12584.1 uncharacterized protein GWK60_C01265 [Nakaseomyces glabratus]	"YBR246W RRT2 SGDID_S000000450_ Chr II from 711591-712754_ Genome Release 64-5-1_ Verified ORF_ ""Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins"""
OG0002179	QNG14291.1 uncharacterized protein GWK60_H03509 [Nakaseomyces glabratus]	"YNL006W LST8 SGDID_S000004951_ Chr XIV from 620067-620978_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of TORC1 and TORC2 involved in TOR signaling; TORC1 regulates nutrient responsive growth and TORC2 regulates plasma membrane _PM_ homeostasis and cell-cycle dependent actin cytoskeleton polarization; negative regulator of Rtg1p/3p and Gln3p transcription factors and amino acid biosynthesis; binds to both Tor1p and Tor2p_ regulating the integrity and kinase activity of TORC2; PM retention is dependent on Avo3p; WD-repeat protein"""
OG0002180	QNG13214.1 uncharacterized protein GWK60_E03817 [Nakaseomyces glabratus]	"YEL052W AFG1 SGDID_S000000778_ Chr V from 56571-58100_ Genome Release 64-5-1_ Verified ORF_ ""Protein that may act as a chaperone for cytochrome c oxidase subunits; conserved protein; may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain"""
OG0002181	QNG16694.1 RGR1 [Nakaseomyces glabratus]	"YLR071C RGR1 SGDID_S000004061_ Chr XII from 278626-275378_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression_ HO repression_ RME1 repression and sporulation"""
OG0002182	QNG16935.1 uncharacterized protein GWK60_M05181 [Nakaseomyces glabratus]	"YBR193C MED8 SGDID_S000000397_ Chr II from 609753-609082_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation"""
OG0002183	QNG12289.1 uncharacterized protein GWK60_A04213 [Nakaseomyces glabratus]	"YBL057C PTH2 SGDID_S000000153_ Chr II from 113427-112801_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""One of two mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth; see also PTH1"""
OG0002184	QNG13309.1 uncharacterized protein GWK60_E05951 [Nakaseomyces glabratus]	"YKL155C RSM22 SGDID_S000001638_ Chr XI from 161342-159456_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial ribosomal protein of the small subunit; also predicted to be an S-adenosylmethionine-dependent RNA methyltransferase"""
OG0002185	QNG16048.1 uncharacterized protein GWK60_L02145 [Nakaseomyces glabratus]	"YHR169W DBP8 SGDID_S000001212_ Chr VIII from 442181-443476_ Genome Release 64-5-1_ Verified ORF_ ""ATPase_ putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p"""
OG0002186	QNG13863.1 uncharacterized protein GWK60_G03575 [Nakaseomyces glabratus]	"YER122C GLO3 SGDID_S000000924_ Chr V from 404352-402871_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ADP-ribosylation factor GTPase activating protein _ARF GAP_; involved in ER-Golgi transport; shares functional similarity with Gcs1p"""
OG0002187	QNG16656.1 uncharacterized protein GWK60_L16181 [Nakaseomyces glabratus]	"YLR087C CSF1 SGDID_S000004077_ Chr XII from 315731-306855_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein with structural similarity to lipid transport protein Vps13p; localizes to multiple membrane contact sites between organelles; role in phospholipid homeostasis and lipidomic adaptation to cold; required for fermentation at low temperature; plays a role in phosphatidylethanolamine metabolism and secretory protein maturation; non-tagged protein is detected in highly purified mitochondria in HTP studies"""
OG0002188	QNG12605.1 uncharacterized protein GWK60_C01727 [Nakaseomyces glabratus]	"YFR041C ERJ5 SGDID_S000001937_ Chr VI from 238255-237368_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Type I membrane protein with a J domain; required to preserve the folding capacity of the endoplasmic reticulum; loss of the non-essential ERJ5 gene leads to a constitutively induced unfolded protein response"""
OG0002189	QNG16186.1 uncharacterized protein GWK60_L05357 [Nakaseomyces glabratus]	"YML048W GSF2 SGDID_S000004511_ Chr XIII from 178426-179637_ Genome Release 64-5-1_ Verified ORF_ ""Endoplasmic reticulum _ER_ localized integral membrane protein; may promote secretion of certain hexose transporters_ including Gal2p; involved in glucose-dependent repression"""
OG0002190	QNG13284.1 uncharacterized protein GWK60_E05401 [Nakaseomyces glabratus]	"YPL210C SRP72 SGDID_S000006131_ Chr XVI from 156212-154290_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Core component of the signal recognition particle _SRP_; the SRP is a ribonucleoprotein _RNP_ complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum _ER_ membrane"""
OG0002191	QNG13025.1 uncharacterized protein GWK60_D06325 [Nakaseomyces glabratus]	"YGL041W-A DPC13 SGDID_S000028826_ Chr VII from 418825-419289_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative mitochondrial protein of unknown function; conserved in fungi; identified by expression profiling and mass spectrometry"""
OG0002192	QNG13320.1 uncharacterized protein GWK60_E06193 [Nakaseomyces glabratus]	"YER019W ISC1 SGDID_S000000821_ Chr V from 192797-194230_ Genome Release 64-5-1_ Verified ORF_ ""Inositol phosphosphingolipid phospholipase C; hydrolyzes complex sphingolipids to produce ceramide; regulates the spindle assembly checkpoint upstream of PP2A-Cdc55; activates genes required for non-fermentable carbon source metabolism during the diauxic shift; mediates Na+ and Li+ halotolerance; activated by phosphatidylserine_ cardiolipin and phosphatidylglycerol; mitochondrial outer membrane protein; ortholog of mammalian neutral sphingomyelinase type 2"""
OG0002193	QNG15202.1 SPO72 [Nakaseomyces glabratus]	"YNL242W ATG2 SGDID_S000005186_ Chr XIV from 191324-196102_ Genome Release 64-5-1_ Verified ORF_ ""Putative lipid transport protein; peripheral membrane protein required for vesicle formation during autophagy_ pexophagy and the CVT pathway; directed to autophagic membranes by Atg18p where it acts as a PAS-ER membrane tether during autophagosome formation; involved in Atg9p cycling between the PAS and mitochondria; binds the phospholipid PI_3_P via an APT1 domain; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress"""
OG0002194	QNG13330.1 uncharacterized protein GWK60_F00121 [Nakaseomyces glabratus]	"YKL211C TRP3 SGDID_S000001694_ Chr XI from 38153-36699_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Indole-3-glycerol-phosphate synthase; forms bifunctional hetero-oligomeric anthranilate synthase_indole-3-glycerol phosphate synthase enzyme complex with Trp2p"""
OG0002195	QNG13082.1 uncharacterized protein GWK60_E00781 [Nakaseomyces glabratus]	"YDR164C SEC1 SGDID_S000002571_ Chr IV from 784215-782041_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion _bud neck and bud tip_ is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p"""
OG0002196	QNG12293.1 SKT5 [Nakaseomyces glabratus]	"YBL061C SKT5 SGDID_S000000157_ Chr II from 107406-105316_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Activator of Chs3p _chitin synthase III_ during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog_ SHC1_ that arose from the whole genome duplication"""
OG0002198	QNG12782.1 uncharacterized protein GWK60_D00649 [Nakaseomyces glabratus]	"YKL181W PRS1 SGDID_S000001664_ Chr XI from 107316-108599_ Genome Release 64-5-1_ Verified ORF_ ""5-phospho-ribosyl-1_alpha_-pyrophosphate synthetase; synthesizes PRPP_ which is required for nucleotide_ histidine_ and tryptophan biosynthesis; plays a key role in cell wall integrity _CWI_ pathway; one of five related enzymes_ which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth _CMTX5_ disease"""
OG0002199	QNG12900.1 uncharacterized protein GWK60_D03267 [Nakaseomyces glabratus]	"YJL003W COX16 SGDID_S000003540_ Chr X from 432644-433000_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial inner membrane protein; required for assembly of cytochrome c oxidase"""
OG0002200	QNG12216.1 uncharacterized protein GWK60_A02541 [Nakaseomyces glabratus]	"YDR363W ESC2 SGDID_S000002771_ Chr IV from 1199183-1200553_ Genome Release 64-5-1_ Verified ORF_ ""SUMO-like domain protein; binds Holliday junctions and replication fork structures; stimulates the Mms4-Mus81 endonuclease in the resolution of sister chromatid junctions; role in recombination-mediated DNA damage tolerance by recruiting Rad51p; facilitate Elg1p binding to stalled replication forks; prevents toxic intermediate accumulation during replication-associated recombinational repair; role in silencing_ chromatid cohesion and the intra-S-phase DNA damage checkpoint; RENi family member"""
OG0002201	QNG16680.1 uncharacterized protein GWK60_L16731 [Nakaseomyces glabratus]	"YPL050C MNN9 SGDID_S000005971_ Chr XVI from 461966-460779_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of Golgi mannosyltransferase complex; this complex mediates elongation of the polysaccharide mannan backbone; forms a separate complex with Van1p that is also involved in backbone elongation; this complex also contains Anp1p_ Mnn10p_ Mnn11p_ and Hoc1p"""
OG0002202	QNG13638.1 uncharacterized protein GWK60_F07183 [Nakaseomyces glabratus]	"YKL099C UTP11 SGDID_S000001582_ Chr XI from 256472-255720_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of U3-containing Small Subunit _SSU_ processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit"""
OG0002203	QNG14562.1 uncharacterized protein GWK60_H09603 [Nakaseomyces glabratus]	"YER010C YER010C SGDID_S000000812_ Chr V from 173338-172634_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Bifunctional HMG aldolase/oxaloacetate decarboxylase; requires divalent metal ions for activity; competitively inhibited by oxalate; forms a ring-shaped homotrimer; similar to members of the prokaryotic RraA family of class II _divalent metal ion dependent_ pyruvate aldolases from the meta cleavage pathways of protocatechuate and gallate"""
OG0002204	QNG14362.1 uncharacterized protein GWK60_H05093 [Nakaseomyces glabratus]	"YPL065W VPS28 SGDID_S000005986_ Chr XVI from 427927-428655_ Genome Release 64-5-1_ Verified ORF_ ""Component of the ESCRT-I complex; complex is involved in ubiquitin-dependent sorting of proteins into the endosome; conserved C-terminal domain interacts with ESCRT-III subunit Vps20p; other members include Stp22p_ Srn2p_ Vps28p_ and Mvb12p"""
OG0002205	QNG15985.1 uncharacterized protein GWK60_L00671 [Nakaseomyces glabratus]	"YMR138W CIN4 SGDID_S000004746_ Chr XIII from 545155-545730_ Genome Release 64-5-1_ Verified ORF_ ""GTP-binding protein involved in beta-tubulin _Tub2p_ folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl; regulated by the GTPase-activating protein_ Cin2p_ the human retinitis pigmentosa 2 _RP2_ homolog"""
OG0002206	QNG16915.1 uncharacterized protein GWK60_M04675 [Nakaseomyces glabratus]	"YOR288C MPD1 SGDID_S000005814_ Chr XV from 853077-852121_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Member of the protein disulfide isomerase _PDI_ family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation"""
OG0002207	QNG14387.1 uncharacterized protein GWK60_H05665 [Nakaseomyces glabratus]	"YPL096W PNG1 SGDID_S000006017_ Chr XVI from 366927-368018_ Genome Release 64-5-1_ Verified ORF_ ""Conserved peptide N-glycanase; deglycosylating enzyme that cleaves N-glycans that are attached to misfolded ERAD substrate glycoproteins prior to proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p; human ortholog NGLY1 is associated with a syndrome characterized by developmental delays_ epilepsy_ absence of tears and liver disease"""
OG0002208	QNG14233.1 uncharacterized protein GWK60_H02145 [Nakaseomyces glabratus]	"YMR262W YMR262W SGDID_S000004875_ Chr XIII from 793726-794667_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene"""
OG0002209	QNG16926.1 uncharacterized protein GWK60_M04939 [Nakaseomyces glabratus]	"YMR236W TAF9 SGDID_S000004849_ Chr XIII from 742971-743444_ Genome Release 64-5-1_ Verified ORF_ ""Subunit _17 kDa_ of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification_ similar to histone H3"""
OG0002210	QNG13606.1 uncharacterized protein GWK60_F06457 [Nakaseomyces glabratus]	"YIR034C LYS1 SGDID_S000001473_ Chr IX from 420736-419615_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Saccharopine dehydrogenase _NAD+_ L-lysine-forming_; catalyzes the conversion of saccharopine to L-lysine_ which is the final step in the lysine biosynthesis pathway; contains mRNA binding activity; required for targeting of Pls1p to the peroxisomal matrix in the absence of lysine"""
OG0002211	QNG16918.1 uncharacterized protein GWK60_M04763 [Nakaseomyces glabratus]	"YMR229C RRP5 SGDID_S000004842_ Chr XIII from 731123-725934_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit _SSU_ processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress"""
OG0002212	QNG16233.1 uncharacterized protein GWK60_L06457 [Nakaseomyces glabratus]	"YIL158W AIM20 SGDID_S000001420_ Chr IX from 46201-46815_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein _GFP_-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog_ SKG1_ that arose from the whole genome duplication"", YKR100C SKG1 SGDID_S000001808_ Chr XI from 639968-638901_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog_ AIM20_ that arose from the whole genome duplication"""
OG0002213	QNG13823.1 uncharacterized protein GWK60_G02673 [Nakaseomyces glabratus]	"YIL106W MOB1 SGDID_S000001368_ Chr IX from 166415-166434_166520-167444_ Genome Release 64-5-1_ Verified ORF_ ""Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress"""
OG0002214	QNG15188.1 uncharacterized protein GWK60_J07161 [Nakaseomyces glabratus]	"YNL224C SQS1 SGDID_S000005168_ Chr XIV from 227099-224796_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress"""
