TXNAME	GENEID
rna-NR_132163.1	SNR80
rna-NM_001178869.1	RPL12A
rna-NM_001178868.3	MAK10
rna-NM_001178865.3	RML2
rna-NM_001178863.1	TCA17
rna-NM_001178862.3	FRD1
rna-NM_001178861.1	GLY1
rna-NM_001178854.1	CYC7
rna-NM_001178852.3	RAD23
rna-NM_001178851.1	ANP1
rna-NM_001178850.1	UTR5
rna-NM_001178844.1	BUD16
rna-NM_001178840.1	YEL025C
rna-NM_001178838.1	YEL023C
rna-NR_132166.1	RPR1
rna-NM_001178835.1	PXP1
rna-NM_001178834.3	MMS21
rna-NM_001180029.1	PMP2
rna-NM_001178831.1	NPP2
rna-NM_001348821.1	YEL014C
rna-NM_001348822.1	YEL009C-A
rna-NM_001178824.3	GCN4
rna-NM_001178820.3	VAB2
rna-NM_001178817.3	WBP1
rna-NM_001178816.1	IRC22
rna-NM_001178894.1	PMI40
rna-NM_001180857.3	TMA20
rna-NR_132167.1	SNR14
rna-NM_001178899.1	SEC3
rna-NM_001178901.3	YER010C
rna-NM_001184456.1	BUD25
rna-NM_001178908.1	AFG3
rna-NM_001178909.3	SPC25
rna-NM_001180031.1	SBH2
rna-NM_001178917.3	CHO1
rna-NM_001178918.1	GAL83
rna-NM_001178919.1	MIG3
rna-NM_001178920.3	SMB1
rna-NM_001178922.1	YPT31
rna-NM_001178924.1	ZRG8
rna-NM_001178927.1	ARB1
rna-NM_001178929.3	KRE29
rna-NM_001178930.1	HVG1
rna-NM_001184319.1	YER039C-A
rna-NM_001178934.3	SAH1
rna-NM_001178935.1	ERG28
rna-NM_001180023.1	MEI4
rna-NM_001178936.3	ACA1
rna-NM_001178938.1	SAP1
rna-NM_001178939.3	CAJ1
rna-NM_001178941.3	RSM18
rna-NM_001178943.1	HOM3
rna-NM_001178944.3	PIC2
rna-NM_001184444.1	YER053C-A
rna-NM_001178945.1	GIP2
rna-NM_001178946.3	HIS1
rna-NM_001178947.1	FCY2
rna-NM_001180036.1	RPL34A
rna-NM_001178948.3	HMF1
rna-NM_001178952.2	CEM1
rna-NM_001178953.3	GPP2
rna-NM_001178955.1	VHR2
rna-NM_001178956.3	ICL1
rna-NM_001178962.3	TDA2
rna-NM_001178966.2	PTP3
rna-NM_001178967.3	YER076C
rna-NM_001178968.1	MRX1
rna-NM_001178969.1	ICP55
rna-NM_001178973.1	UTP7
rna-NM_001178974.1	GET2
rna-NM_001178976.3	YER085C
rna-NM_001180032.3	SBH1
rna-NM_001178979.3	DOT6
rna-NM_001178980.1	PTC2
rna-NM_001178982.3	MET6
rna-NM_001178984.1	TSC11
rna-NM_001180860.1	AIM11
rna-NM_001178985.3	PUP3
rna-NM_001178990.3	PRS2
rna-NM_001178992.1	AST2
rna-NM_001178996.1	NUP157
rna-NM_001178998.3	GLE2
rna-NM_001179000.1	KAP123
rna-NM_001179001.1	SWI4
rna-NM_001179003.3	TMN3
rna-NM_001179004.1	BOI2
rna-NM_001179005.1	SPR6
rna-NM_001179006.3	SLX8
rna-NM_001179008.1	SHO1
rna-NM_001179009.1	AVT6
rna-NM_001179012.1	GLO3
rna-NM_001179014.3	DSE1
rna-NM_001179016.1	NSA2
rna-NM_001179020.1	COM2
rna-NM_001179022.3	PMD1
rna-NR_132170.1	SNR52
rna-NM_001179024.1	YER134C
rna-NM_001348826.1	YER135C
rna-NM_001179027.3	YER137C
rna-NM_001179028.4	YER138C
rna-NM_001184428.1	YER137C-A
rna-NM_001179029.3	RTR1
rna-NM_001179032.1	MAG1
rna-NM_001179034.3	UBP5
rna-NM_001179035.1	FTR1
rna-NM_001348827.1	YER145C-A
rna-NM_001179037.3	SCC4
rna-NM_001179039.1	PEA2
rna-NM_001179041.3	UBP3
rna-NM_001179042.3	YER152C
rna-NM_001179043.1	PET122
rna-NM_001179045.3	BEM2
rna-NM_001179046.3	MYG1
rna-NM_001179048.1	YER158C
rna-NM_001179049.3	BUR6
rna-NM_001179050.4	YER160C
rna-NM_001184429.1	YER159C-A
rna-NM_001179051.1	SPT2
rna-NM_001179052.4	RAD4
rna-NM_001179053.3	GCG1
rna-NM_001179058.1	CCA1
rna-NM_001179062.1	BRR2
rna-NM_001179064.3	GRX4
rna-NM_001179065.3	TMT1
rna-NM_001179070.1	ISC10
rna-NM_001184517.3	SLO1
rna-NM_001348828.1	YER181C
rna-NM_001179073.1	FAU1
rna-NM_001179074.1	TOG1
rna-NM_001179076.3	YER186C
rna-NM_001184633.1	YER188C-A
rna-NM_001184590.1	YER190C-B
rna-NM_001179899.1	YFL068W
rna-NM_001179900.1	YFL067W
rna-NM_001179905.1	COS4
rna-NM_001179906.1	DDI3
rna-NM_001179908.1	SNZ3
rna-NM_001179909.1	THI5
rna-NM_001179912.1	AGP3
rna-NM_001179914.1	DAK2
rna-NM_001179915.1	ZNF1
rna-NM_001179918.1	SWP82
rna-NM_001179920.1	RGD2
rna-NM_001179921.1	FMP32
rna-NM_001184549.1	YFL041W-A
rna-NM_001179925.1	FET5
rna-NM_001179926.1	YFL040W
rna-NM_001179929.1	TUB2
rna-NM_001179930.1	RPO41
rna-NM_001179932.2	MIL1
rna-NM_001179935.1	HAC1
rna-NM_001179936.1	AGX1
rna-NM_001179940.2	STE2
rna-NM_001179943.1	BUD27
rna-NM_001179945.1	GAT1
rna-NM_001180864.1	SMX2
rna-NM_001179952.1	HSP12
rna-NM_001179954.1	YFL012W
rna-NM_001179955.1	HXT10
rna-NM_001180024.1	AUA1
rna-NM_001179957.1	CDC4
rna-NM_001179958.1	SMC1
rna-NM_001179959.1	BLM10
rna-NM_001179961.1	SEC4
rna-NM_001179962.1	VTC2
rna-NM_001184430.1	YFL002W-B
rna-NM_001180862.2	YFL002W-A
rna-NM_001179965.1	DEG1
rna-NM_001179966.1	LOC1
rna-NM_001179967.1	NIC96
rna-NM_001179969.1	RPN11
rna-NM_001179971.1	YFR006W
rna-NM_001179972.1	YFH7
rna-NM_001179973.1	FAR7
rna-NM_001179974.1	GCN20
rna-NM_001179975.1	UBP6
rna-NM_001179977.1	DCV1
rna-NM_001184472.1	YFR012W-A
rna-NM_001179978.1	IOC3
rna-NM_001179984.2	FAB1
rna-NM_001270745.1	CSS2
rna-NM_001179986.1	ATG18
rna-NM_001179987.3	ROG3
rna-NM_001179988.1	PES4
rna-NM_001179992.1	ECO1
rna-NM_001179994.1	PTR3
rna-NM_001179995.3	MET10
rna-NR_132175.1	RUF23
rna-NM_001431138.1	YFR035W-A
rna-NM_001180001.1	CDC26
rna-NM_001180003.1	IRC5
rna-NM_001180005.2	SAP155
rna-NM_001180007.1	KEG1
rna-NM_001180010.3	MRX20
rna-NM_001180013.1	RMD8
rna-NM_001180014.3	KGD4
rna-NM_001180017.1	RPN12
rna-NM_001180021.1	IRC7
rna-NM_001180022.3	YFR057W
rna-NM_001179901.1	YFL066C
rna-NM_001179902.1	YFL065C
rna-NM_001179903.1	YFL064C
rna-NM_001179907.1	SNO3
rna-NM_001179913.1	AQY3
rna-NM_001179916.1	YFL051C
rna-NM_001179917.1	ALR2
rna-NM_001179919.1	EMP47
rna-NM_001179922.1	SEC53
rna-NM_001179923.1	OTU1
rna-NM_001179924.1	LAM5
rna-NM_001179927.1	ACT1
rna-NM_001179928.1	YPT1
rna-NR_132172.1	RUF21
rna-NM_001179931.1	MOB2
rna-NM_001184310.1	RPL22B
rna-NM_001179933.1	RIM15
rna-NM_001179937.1	CAK1
rna-NM_001179938.1	CAF16
rna-NM_001179939.1	GYP8
rna-NM_001179941.1	BST1
rna-NM_001179942.1	EPL1
rna-NM_001179944.2	FRS2
rna-NM_001179946.1	PAU5
rna-NM_001348831.1	YFL019C
rna-NM_001179948.1	LPD1
rna-NM_001179949.1	GNA1
rna-NM_001179950.1	MDJ1
rna-NM_001348832.1	YFL015C
rna-NM_001179953.1	IES1
rna-NM_001179956.1	WWM1
rna-NR_132173.1	RUF20
rna-NM_001179963.1	MSH4
rna-NM_001179964.1	SPB4
rna-NM_001179968.1	YPI1
rna-NM_001179970.1	SAD1
rna-NM_001179976.1	MIC19
rna-NM_001179979.2	CMK1
rna-NM_001179980.1	GSY1
rna-NM_001179981.1	AIP5
rna-NM_001179982.1	IGD1
rna-NM_001179983.1	YFR018C
rna-NR_132174.1	RUF22
rna-NM_001180865.3	LSB3
rna-NM_001179990.1	HIS2
rna-NM_001179991.3	ULI1
rna-NM_001179993.3	CDC14
rna-NM_001179996.2	SMC2
rna-NM_001180030.3	RPL2A
rna-NM_001179997.1	RRT5
rna-NM_001184311.3	RPL29
rna-NM_001184591.1	MIN10
rna-NM_001179998.3	QCR6
rna-NM_001179999.1	PHO4
rna-NM_001180000.3	YFR035C
rna-NM_001180002.3	RSC8
rna-NM_001180004.3	OSW7
rna-NM_001180006.3	ERJ5
rna-NM_001180008.3	IRC6
rna-NM_001180009.1	DUG1
rna-NM_001180011.1	CNN1
rna-NM_001180012.3	BNA6
rna-NM_001180015.1	PRE4
rna-NM_001180016.3	RET2
rna-NM_001180018.3	HXK1
rna-NM_001348833.1	YFR054C
rna-NM_001181129.1	COS12
rna-NM_001181128.1	YGL262W
rna-NM_001181126.1	YGL260W
rna-NM_001181125.1	YPS5
rna-NM_001184473.1	YGL258W-A
rna-NM_001181124.1	VEL1
rna-NM_001181122.1	ADH4
rna-NM_001181121.1	ZRT1
rna-NM_001181120.1	FZF1
rna-NM_001181119.1	HXK2
rna-NM_001181116.1	RMR1
rna-NM_001181115.1	ZIP2
rna-NM_001181114.1	PDE1
rna-NM_001181113.1	BRR6
rna-NM_001181111.1	GUS1
rna-NM_001181110.1	RTF1
rna-NM_001181109.1	TAD1
rna-NM_001181107.1	KAP114
rna-NM_001181106.1	DOC1
rna-NM_001181104.1	CSE1
rna-NM_001181101.1	YGL235W
rna-NM_001181100.1	ADE57
rna-NM_001181099.1	SEC15
rna-NM_001181098.1	TAN1
rna-NM_001181094.1	SHE10
rna-NM_001181093.1	VID30
rna-NM_001181092.1	MTC3
rna-NM_001181090.1	VRG4
rna-NM_001181085.1	BOL2
rna-NM_001181081.1	KIP3
rna-NM_001181080.1	CLG1
rna-NM_001181077.1	VAM7
rna-NM_001181076.1	NCS6
rna-NM_001181075.1	YPT32
rna-NM_001181074.1	MIG2
rna-NM_001181073.2	SIP2
rna-NM_001181072.1	SPT16
rna-NM_001181070.1	POX1
rna-NM_001181067.1	ARO8
rna-NM_001181063.1	YIP4
rna-NM_001181062.2	MDS3
rna-NM_001181061.1	DSD1
rna-NM_001181060.3	GCN1
rna-NM_001181057.3	IME4
rna-NM_001181056.1	COX13
rna-NM_001181046.1	GTS1
rna-NM_001181045.1	ATG1
rna-NM_001181043.1	MPT5
rna-NM_001181039.3	BUD13
rna-NM_001181037.1	NUP49
rna-NM_001181036.1	ROK1
rna-NM_001181034.1	SUA5
rna-NM_001181033.1	HUR1
rna-NM_001181031.3	CUP2
rna-NM_001181027.1	SUT1
rna-NM_001181025.1	AIM14
rna-NM_001181024.1	YGL159W
rna-NM_001181023.1	RCK1
rna-NM_001181022.3	ARI1
rna-NM_001181021.1	AMS1
rna-NM_001181020.1	CDC43
rna-NM_001181018.3	PEX14
rna-NM_001181016.1	NUT1
rna-NM_001348834.1	YGL149W
rna-NM_001181013.1	ARO2
rna-NM_001181010.2	TIP20
rna-NM_001181006.1	HUL5
rna-NM_001181004.3	FLC3
rna-NM_001181002.1	SEC27
rna-NM_001181000.3	RPL1B
rna-NM_001180999.1	PCL10
rna-NM_001180998.1	ITC1
rna-NM_001180995.3	CEG1
rna-NM_001180991.3	SCS3
rna-NM_001180990.1	MET13
rna-NM_001180988.1	RPS2
rna-NM_001180984.1	COQ8
rna-NM_001180982.3	ARO5
rna-NM_001180981.1	CDC20
rna-NM_001180980.1	SNF4
rna-NM_001180979.1	YGL114W
rna-NM_001180978.3	SLD3
rna-NM_001180976.1	NSA1
rna-NM_001180971.1	MLC1
rna-NM_001180970.1	ARC1
rna-NM_001180968.1	RPL28
rna-NM_001180966.1	YGK1
rna-NM_001180965.1	SEH1
rna-NM_001180964.3	LSG1
rna-NR_132178.1	SNR82
rna-NM_001180963.1	USE1
rna-NM_001180962.1	SRM1
rna-NM_001180961.1	TOS8
rna-NM_001180958.1	SPC105
rna-NM_001180957.1	NUP145
rna-NM_001180955.1	LIF1
rna-NM_001348836.1	YGL088W
rna-NR_132179.1	SNR10
rna-NM_001180951.3	MAD1
rna-NM_001180950.1	LCL3
rna-NM_001180948.1	SCY1
rna-NM_001180947.3	YGL082W
rna-NM_001180946.1	YGL081W
rna-NM_001180945.1	MPC1
rna-NM_001180944.1	KXD1
rna-NM_001180938.3	HSF1
rna-NM_001180936.1	AFT1
rna-NM_001180933.1	MNP1
rna-NM_001180932.3	NPY1
rna-NM_001180931.1	SGF73
rna-NM_001180928.4	PUS2
rna-NM_001180927.1	PYC1
rna-NM_001180925.1	YBP2
rna-NM_001180924.4	PKP2
rna-NM_001180923.1	RAD6
rna-NM_001180920.3	OLE1
rna-NM_001180918.1	PRM8
rna-NM_001180916.1	MST27
rna-NM_001180915.3	TYW3
rna-NM_001180912.1	ALG13
rna-NM_001180910.3	RIM8
rna-NM_001180908.1	DST1
rna-NM_001184647.4	DPC13
rna-NM_001180904.1	YGL039W
rna-NM_001180901.1	VIR1
rna-NM_001180898.2	HOP2
rna-NM_001180895.1	RPL30
rna-NM_001180894.1	CGR1
rna-NM_001180887.1	STT3
rna-NM_001180886.1	ALK1
rna-NM_001180884.3	CKB1
rna-NM_001180882.1	ATE1
rna-NM_001180881.1	KAP122
rna-NM_001180879.1	PUF4
rna-NM_001180877.1	ERG4
rna-NM_001180875.1	MPO1
rna-NM_001348838.1	BRP1
rna-NM_001184634.1	YGL006W-A
rna-NM_001180871.1	PMC1
rna-NM_001180867.1	ERP6
rna-NM_001181132.1	CUL3
rna-NM_001181133.1	PEX31
rna-NM_001181135.1	PRP18
rna-NM_001181136.1	ECT1
rna-NM_001181139.1	NMA2
rna-NM_001181141.1	MCY1
rna-NM_001181142.1	SNU71
rna-NM_001181143.3	MSB2
rna-NM_001181145.1	YGR016W
rna-NM_001181146.1	YGR017W
rna-NM_001181148.3	UGA1
rna-NM_001181150.1	DPC29
rna-NM_001181152.1	MTL1
rna-NM_001348839.1	YGR025W
rna-NM_001181155.3	YGR026W
rna-NM_001184431.1	YGR027W-A
rna-NM_001184432.2	YGR027W-B
rna-NM_001181157.3	MSP1
rna-NM_001181158.3	ERV1
rna-NR_132182.1	SNR46
rna-NM_001181160.1	IMO32
rna-NM_001181161.3	GSC2
rna-NM_001181163.1	RPL26B
rna-NM_001184648.1	YGR035W-A
rna-NM_001181167.1	ORM1
rna-NM_001348840.1	YGR039W
rna-NM_001181169.3	KSS1
rna-NM_001181170.3	BUD9
rna-NM_001181171.1	MTE1
rna-NM_001181175.3	TAM41
rna-NM_001181177.1	UFD1
rna-NM_001181178.1	SCM4
rna-NM_001181181.1	FMP48
rna-NM_001181183.4	YGR054W
rna-NM_001181184.1	MUP1
rna-NM_001181185.1	RSC1
rna-NM_001181187.2	PEF1
rna-NM_001181188.3	SPR3
rna-NR_132183.1	SNR48
rna-NM_001181189.3	ERG25
rna-NM_001181199.2	ROM1
rna-NM_001181201.1	UPF3
rna-NM_001181203.3	SMD1
rna-NM_001181208.1	YGR079W
rna-NM_001181209.3	TWF1
rna-NM_001181211.1	TOM20
rna-NR_188206.1	SUT125
rna-NM_001181217.1	CTT1
rna-NM_001181218.1	NNF2
rna-NR_188207.1	SUT126
rna-NM_001181219.3	UTP22
rna-NM_001181220.1	PRP31
rna-NM_001181221.3	DBF2
rna-NM_001181222.3	DRN1
rna-NM_001181223.1	VAS1
rna-NM_001181225.3	TPC1
rna-NM_001181226.1	ASK10
rna-NM_001181228.3	TEL2
rna-NM_001181229.1	MDR1
rna-NM_001181230.1	PCP1
rna-NM_001181232.1	NOP7
rna-NM_001181234.3	VMA21
rna-NM_001181237.1	CLB1
rna-NM_001184380.3	YGR109W-A
rna-NM_001184381.2	YGR109W-B
rna-NM_001181239.3	CLD1
rna-NM_001181240.1	YGR111W
rna-NM_001181241.1	SHY1
rna-NM_001181242.3	DAM1
rna-NM_001181245.1	SPT6
rna-NM_001181247.3	RPS23A
rna-NM_001184551.1	YGR121W-A
rna-NM_001181251.3	YGR122W
rna-NM_001181253.1	ASN2
rna-NM_001181254.1	VSB1
rna-NM_001181255.3	YGR126W
rna-NM_001181256.1	YGR127W
rna-NM_001181258.3	SYF2
rna-NM_001181260.1	FHN1
rna-NM_001181262.1	PEX4
rna-NM_001181263.3	CAF130
rna-NM_001181264.3	PRE9
rna-NM_001181265.1	LSB1
rna-NM_001181269.3	CBF2
rna-NM_001181270.1	VPS62
rna-NM_001181271.3	BTN2
rna-NM_001181272.3	SKN1
rna-NM_001181273.1	THI4
rna-NM_001181274.2	ENP2
rna-NM_001181278.1	GPC1
rna-NM_001181282.2	YGR153W
rna-NM_001181284.3	CYS4
rna-NM_001181285.1	PTI1
rna-NM_001181286.1	CHO2
rna-NM_001184675.3	YGR161W-C
rna-NM_001184401.1	YGR161W-A
rna-NM_001184402.2	YGR161W-B
rna-NM_001181291.3	TIF4631
rna-NM_001181292.3	GTR2
rna-NM_001348843.1	YGR164W
rna-NM_001181294.1	MRPS35
rna-NM_001181295.1	TRS65
rna-NM_001181296.3	CLC1
rna-NM_001181299.1	PSD2
rna-NM_001181302.1	RBG2
rna-NM_001184595.3	YGR174W-A
rna-NM_001181310.3	TIM13
rna-NM_001181315.1	TFG1
rna-NM_001181320.1	HIP1
rna-NM_001181324.3	SKI6
rna-NM_001181327.3	YPP1
rna-NM_001181328.1	PMT6
rna-NM_001181332.1	YCH1
rna-NM_001181333.3	ADE3
rna-NM_001181334.3	TDA10
rna-NM_001181335.3	MVB12
rna-NM_001181337.1	SER2
rna-NM_001181340.3	ZPR1
rna-NM_001181341.3	SLI1
rna-NM_001181343.1	RPS0A
rna-NM_001181344.3	RSM27
rna-NM_001181346.3	CCH1
rna-NM_001181347.3	CRM1
rna-NM_001181351.3	PET54
rna-NM_001181353.3	AZR1
rna-NM_001181354.3	AMA1
rna-NM_001181356.2	DIE2
rna-NM_001181359.3	BNS1
rna-NM_001181361.3	NAS6
rna-NM_001181363.1	YHB1
rna-NM_001181372.1	MPC3
rna-NM_001181376.1	CPD1
rna-NM_001181377.3	SOL4
rna-NM_001181378.1	MGA1
rna-NM_001181380.3	NOP19
rna-NM_001181381.1	GCN5
rna-NM_001181383.3	ENO1
rna-NM_001181385.3	GND2
rna-NM_001181389.1	TNA1
rna-NM_001181395.1	YGR266W
rna-NM_001181399.1	YTA7
rna-NM_001181400.4	SLH1
rna-NM_001181404.3	RTT102
rna-NM_001181407.3	CWC22
rna-NM_001181410.3	YOR1
rna-NM_001181417.1	MAL13
rna-NM_001181421.3	MAL12
rna-NM_001181423.1	PAU12
rna-NM_001181425.3	YRF1-3
rna-NM_001181127.1	PAU11
rna-NM_001181123.1	MNT2
rna-NR_188205.1	SUT532
rna-NM_001181118.1	RTG2
rna-NM_001181117.1	HFM1
rna-NR_132176.1	RME3
rna-NM_001181112.1	RAI1
rna-NM_001181108.1	ANK1
rna-NM_001181103.1	HAP2
rna-NM_001181102.1	MTO1
rna-NM_001181097.1	EMC4
rna-NM_001181096.1	YGL230C
rna-NM_001181095.1	SAP4
rna-NM_001181091.1	OST5
rna-NM_001181089.1	SDT1
rna-NM_001181088.1	COG1
rna-NM_001181087.1	EDC1
rna-NM_001181086.1	NIF3
rna-NM_001181084.1	MDM34
rna-NM_001181078.1	SKI8
rna-NM_001181071.1	CHC1
rna-NM_001270746.1	YGL204C
rna-NM_001181068.1	KEX1
rna-NM_001181066.1	MCM6
rna-NM_001181065.3	EMP24
rna-NM_001184677.1	YGL194C-A
rna-NM_001181059.1	HOS2
rna-NR_132177.1	RME2
rna-NM_001181058.1	YGL193C
rna-NM_001181055.1	CDC55
rna-NM_001181054.1	RPS26A
rna-NM_001184593.3	YGL188C-A
rna-NM_001181052.1	COX4
rna-NM_001181051.1	TPN1
rna-NM_001181050.1	YGL185C
rna-NM_001181049.3	STR3
rna-NM_001181048.1	MND1
rna-NM_001181044.3	TOS3
rna-NM_001181041.1	YGL176C
rna-NM_001181040.1	SAE2
rna-NM_001181038.1	XRN1
rna-NM_001181035.3	SPO74
rna-NM_001181032.1	PMR1
rna-NM_001181029.1	YRB30
rna-NM_001181028.1	RAD54
rna-NM_001181026.3	YIP5
rna-NM_001181019.1	LYS5
rna-NM_001181015.1	INO80
rna-NM_001181012.3	RPL9A
rna-NM_001181011.1	RRT6
rna-NM_001181009.1	ROG1
rna-NM_001181008.3	MRF1
rna-NM_001181007.1	GPI10
rna-NM_001181005.1	YGL140C
rna-NM_001181003.1	YGL138C
rna-NM_001181001.1	MRM2
rna-NM_001180996.1	SNT2
rna-NM_001180994.2	RSM23
rna-NM_001180993.1	CWC23
rna-NM_001180992.1	SOH1
rna-NM_001180989.2	MON1
rna-NM_001180987.3	NAB2
rna-NM_001180986.1	GPG1
rna-NM_001180985.1	PRP43
rna-NM_001348835.1	YGL118C
rna-NM_001180977.1	TAF6
rna-NM_001180975.1	CUE3
rna-NM_001180973.3	YGL108C
rna-NM_001180972.1	RMD9
rna-NM_001180969.3	VPS73
rna-NM_001180960.3	VPS45
rna-NM_001180959.1	PAN2
rna-NM_001180956.3	NBP35
rna-NM_001180954.1	MF(ALPHA)2
rna-NM_001180952.1	MMS2
rna-NM_001180949.1	GUP1
rna-NM_001180943.3	DBP3
rna-NM_001180942.1	HNM1
rna-NM_001180941.1	RPL7A
rna-NR_132180.1	SNR39
rna-NR_132181.1	SNR39B
rna-NM_001180940.1	MPS2
rna-NM_001180935.1	RPB9
rna-NM_001180930.1	ALG2
rna-NM_001180929.1	MRH4
rna-NM_001180926.1	DUO1
rna-NM_001180922.1	GEP7
rna-NM_001180921.2	SDS23
rna-NM_001180919.1	ERV14
rna-NM_001180914.1	TIF4632
rna-NM_001180913.1	RPT6
rna-NM_001180909.1	RNA15
rna-NM_001184550.1	YGL041C-B
rna-NM_001180905.1	HEM2
rna-NM_001180903.1	OCH1
rna-NM_001180902.3	PNC1
rna-NM_001180900.1	MIG1
rna-NM_001348837.1	YGL034C
rna-NM_001180897.3	AGA2
rna-NM_001180896.1	RPL24A
rna-NM_001180893.3	SCW11
rna-NM_001180892.1	CWH41
rna-NM_001180891.1	TRP5
rna-NM_001180890.1	PGD1
rna-NM_001180888.3	PIB2
rna-NM_001180885.1	GET1
rna-NM_001180883.1	JAC1
rna-NM_001180880.3	BIL2
rna-NM_001180878.1	PDR1
rna-NM_001180876.3	SCL1
rna-NM_001180874.1	LEU1
rna-NM_001180873.1	PMA1
rna-NM_001184592.3	YGL007C-A
rna-NM_001180870.1	COG7
rna-NM_001180869.3	RPN14
rna-NM_001180868.1	CDH1
rna-NM_001180866.1	ERG26
rna-NM_001181130.3	EFM5
rna-NM_001181131.1	SWC4
rna-NM_001181134.3	TFG2
rna-NM_001181137.1	STF2
rna-NM_001181138.3	SEC9
rna-NM_001181144.1	EAT1
rna-NM_001431139.1	YGR016C-A
rna-NM_001270747.1	YGR018C
rna-NM_001181149.1	VMA7
rna-NM_001181153.3	THG1
rna-NM_001181156.1	RPS25A
rna-NM_001181159.1	POP6
rna-NM_001184658.1	NAG1
rna-NM_001181162.3	TIM21
rna-NM_001181164.1	YGR035C
rna-NM_001181165.3	CAX4
rna-NM_001181166.3	ACB1
rna-NM_001184434.2	YGR038C-B
rna-NM_001184433.1	YGR038C-A
rna-NM_001181172.1	NQM1
rna-NM_001181173.1	RME1
rna-NM_001348841.1	YGR045C
rna-NM_001181176.3	TFC4
rna-NM_001270748.1	YGR050C
rna-NM_001181182.3	MCO32
rna-NM_001181186.3	LST7
rna-NM_001181190.1	ADE6
rna-NM_001181191.1	COX18
rna-NM_001181192.3	SPT4
rna-NM_001181194.1	VHT1
rna-NM_001181195.3	GID10
rna-NM_001181196.4	YGR067C
rna-NM_001181197.1	ART5
rna-NM_001181200.3	ENV11
rna-NM_001181204.3	PRP38
rna-NM_001181205.1	MRPL25
rna-NM_001181206.1	PEX8
rna-NM_001181207.3	PAC10
rna-NM_001181210.3	SLX9
rna-NM_001181212.1	GCD2
rna-NM_001181213.3	MRP13
rna-NM_001181214.1	RPL11B
rna-NM_001181215.3	PIL1
rna-NM_001181216.3	PDC6
rna-NM_001181224.1	RRP46
rna-NM_001181227.3	ESP1
rna-NM_001181231.3	GTF1
rna-NM_001181233.3	SRB5
rna-NM_001181235.1	VOA1
rna-NM_001181238.3	CLB6
rna-NM_001181246.3	YGR117C
rna-NM_001181248.1	NUP57
rna-NM_001181249.1	COG2
rna-NM_001181250.3	MEP1
rna-NM_001181252.3	PPT1
rna-NM_001181257.3	UTP8
rna-NM_001181259.1	YGR130C
rna-NM_001181261.3	PHB1
rna-NM_001181267.1	TPO2
rna-NM_001181275.3	ECL1
rna-NM_001184594.1	YGR146C-A
rna-NM_001181276.3	NAT2
rna-NM_001181277.3	RPL24B
rna-NM_001181279.1	CCM1
rna-NM_001181281.3	RSR1
rna-NM_001181283.3	GTO1
rna-NM_001181287.3	MTR3
rna-NM_001181288.1	NSR1
rna-NM_001181290.3	RTS3
rna-NM_001184400.4	YGR161C-D
rna-NM_001184399.1	YGR161C-C
rna-NM_001181297.1	PEX35
rna-NM_001181298.3	PUS6
rna-NM_001184531.3	LSO2
rna-NM_001181300.1	MSM1
rna-NM_001181301.3	YIP1
rna-NM_001181303.3	CBP4
rna-NM_001181304.1	ERG1
rna-NM_001181306.1	ATF2
rna-NM_001181307.3	PBP1
rna-NM_001181308.1	OKP1
rna-NM_001181309.3	RNR4
rna-NM_001181312.1	QCR9
rna-NM_001181313.1	UBR1
rna-NM_001181314.3	TYS1
rna-NM_001181316.3	HGH1
rna-NM_001181317.3	BUB1
rna-NM_001181318.1	CRH1
rna-NM_001181321.3	TDH3
rna-NM_001181322.1	PDX1
rna-NM_001181323.3	XKS1
rna-NM_001181325.1	FYV8
rna-NM_001181326.1	SNG1
rna-NM_001181329.3	ELP2
rna-NM_001181330.3	YGR201C
rna-NM_001181331.1	PCT1
rna-NM_001184596.1	YGR204C-A
rna-NM_001181336.1	CIR1
rna-NM_001181338.3	TRX2
rna-NM_001181339.1	YGR210C
rna-NM_001181342.1	RTA1
rna-NM_001181345.1	GPI1
rna-NM_001181349.1	MRPL9
rna-NM_001181350.2	TOS2
rna-NR_132184.1	SNR7-L
rna-NR_132185.1	SNR7-S
rna-NM_001181352.1	HSV2
rna-NM_001395731.1	OTO1
rna-NM_001181358.1	SMI1
rna-NM_001181360.1	PHB2
rna-NM_001181362.3	PHO81
rna-NM_001181364.1	MIC26
rna-NM_001181365.3	SPG1
rna-NM_001181366.1	YGR237C
rna-NM_001181367.3	KEL2
rna-NM_001181368.3	PEX21
rna-NM_001181369.1	PFK1
rna-NM_001184552.1	YGR240C-A
rna-NM_001181370.3	YAP1802
rna-NM_001181373.3	LSC2
rna-NM_001181374.3	SDA1
rna-NM_001181375.1	BRF1
rna-NM_001181379.3	RIE1
rna-NM_001181382.1	PUP2
rna-NM_001181384.1	COQ6
rna-NM_001181386.3	MTM1
rna-NM_001181387.1	RAD2
rna-NM_001181390.3	APL6
rna-NM_001181391.1	BUD32
rna-NM_001181392.3	SAY1
rna-NM_001181393.3	MES1
rna-NM_001181396.1	FOL2
rna-NM_001181397.3	HUA1
rna-NM_001184474.3	EFG1
rna-NM_001181402.1	YGR273C
rna-NM_001181403.2	TAF1
rna-NM_001181405.1	RNH70
rna-NM_001181406.3	CAB4
rna-NM_001181408.1	SCW4
rna-NM_001181409.1	PXR1
rna-NM_001181411.1	BGL2
rna-NM_001181412.3	UPA1
rna-NM_001181413.3	ERV29
